"IssueClass","Attribution","Evidence","LogLine","Component","Owner","Message"
"Triggers_effects_and_syntax","Resolved source path","gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt","1824","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: portrait_wear_lannister_armour_torso_courtiers, near line: 11965"" in file: ""gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt"" near line: 11965"
"Triggers_effects_and_syntax","Resolved source path","gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt","1864","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unexpected token: accesory, near line: 17857"" in file: ""gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt"" near line: 17857"
"Triggers_effects_and_syntax","Resolved source path","gfx/portraits/portrait_modifiers/asoiaf_clothes.txt","1870","jomini_eventtarget.cpp:692","AGOT+","Failed to find a valid event target link 'has_religion' at file: gfx/portraits/portrait_modifiers/asoiaf_clothes.txt line: 1092 (asoiaf_drowned_man_clothes_modifiers:weight)"
"Triggers_effects_and_syntax","Resolved source path","gfx/portraits/portrait_modifiers/asoiaf_clothes.txt","1871","pdx_persistent_reader.cpp:216","AGOT+","Error: ""Unknown trigger: liege.has_religion, near line: 1092"" in file: ""gfx/portraits/portrait_modifiers/asoiaf_clothes.txt"" near line: 1093"
"Triggers_effects_and_syntax","Resolved source path","gfx/portraits/portrait_modifiers/asoiaf_clothes.txt","1872","jomini_eventtarget.cpp:692","AGOT+","Failed to find a valid event target link 'has_religion' at file: gfx/portraits/portrait_modifiers/asoiaf_clothes.txt line: 1176 (asoiaf_drowned_man_clothes_modifiers:weight)"
"Triggers_effects_and_syntax","Resolved source path","gfx/portraits/portrait_modifiers/asoiaf_clothes.txt","1873","pdx_persistent_reader.cpp:216","AGOT+","Error: ""Unknown trigger: liege.has_religion, near line: 1176"" in file: ""gfx/portraits/portrait_modifiers/asoiaf_clothes.txt"" near line: 1181"
"Triggers_effects_and_syntax","Resolved source path","gfx/portraits/portrait_modifiers/asoiaf_headgear_crowns.txt","1883","pdx_persistent_reader.cpp:216","AGOT+","Error: ""Unknown trigger: is_character_baratheon_3, near line: 81"" in file: ""gfx/portraits/portrait_modifiers/asoiaf_headgear_crowns.txt"" near line: 83"
"Triggers_effects_and_syntax","Resolved source path","gfx/portraits/portrait_modifiers/asoiaf_headgear_crowns.txt","1884","pdx_persistent_reader.cpp:216","AGOT+","Error: ""Unknown trigger: is_character_baratheon_3, near line: 165"" in file: ""gfx/portraits/portrait_modifiers/asoiaf_headgear_crowns.txt"" near line: 167"
"Triggers_effects_and_syntax","Resolved source path","gfx/portraits/portrait_modifiers/asoiaf_headgear_crowns.txt","1885","pdx_persistent_reader.cpp:216","AGOT+","Error: ""Unknown trigger: is_character_baratheon_4, near line: 264"" in file: ""gfx/portraits/portrait_modifiers/asoiaf_headgear_crowns.txt"" near line: 269"
"Triggers_effects_and_syntax","Resolved source path","gfx/portraits/portrait_modifiers/asoiaf_headgear_crowns.txt","1886","pdx_persistent_reader.cpp:216","AGOT+","Error: ""Unknown trigger: is_character_baratheon_4, near line: 330"" in file: ""gfx/portraits/portrait_modifiers/asoiaf_headgear_crowns.txt"" near line: 335"
"Triggers_effects_and_syntax","Resolved source path","gfx/portraits/portrait_modifiers/asoiaf_headgear_crowns.txt","1887","pdx_persistent_reader.cpp:216","AGOT+","Error: ""Unknown trigger: is_character_baratheon_5, near line: 645
Unknown trigger: is_character_baratheon_6, near line: 646
Unknown trigger: is_character_baratheon_7, near line: 647"" in file: ""gfx/portraits/portrait_modifiers/asoiaf_headgear_crowns.txt"" near line: 651"
"Triggers_effects_and_syntax","Resolved source path","gfx/portraits/portrait_modifiers/asoiaf_headgear_crowns.txt","1890","pdx_persistent_reader.cpp:216","AGOT+","Error: ""Unknown trigger: is_character_baratheon_5, near line: 694
Unknown trigger: is_character_baratheon_6, near line: 695
Unknown trigger: is_character_baratheon_7, near line: 696"" in file: ""gfx/portraits/portrait_modifiers/asoiaf_headgear_crowns.txt"" near line: 700"
