"Mod","File","LastWriteTime","SHA256"
"AGOT_PLUS_FIX","common/scripted_character_templates/asoiaf_invader_templates.txt","2026-09-19T08:46:23.6230090+07:00","4708F34E5F0558AB456C7F36989051F5AF79F98E76962CAC58EF633DC4E78862"
"AGOT_PLUS_FIX","common/scripted_effects/asoiaf_targaryen_invasion_claimants_effects.txt","2026-09-19T08:46:23.6365280+07:00","CF1DF2171A61DE1C92FC309C079F7E2BB76D238D5BBC234B0237E878E10D3F8C"
"AGOT_PLUS_FIX","common/scripted_effects/asoiaf_setup_effects.txt","2026-09-19T08:46:23.6457704+07:00","8F599E14DCB9E5B20E68FCF2A849101AF26B44C291FE95236FE6B03EB0B4A492"
"AGOT_PLUS_FIX","common/character_interactions/asoiaf_character_interactions.txt","2026-09-19T08:46:23.6539436+07:00","3701A4F4EB8D16861FBB48A6E471A7AB27B9C679848920C1EAEC529E1D24CF3A"
"AGOT_PLUS_FIX","common/artifacts/templates/asoiaf_artifacts_templates.txt","2026-09-19T08:46:23.6614572+07:00","E8086A6AB44514937137097584AC5007BD0475181DA0B601613E9F7D6977CA4C"
"AGOT_PLUS_FIX","common/on_action/asoiaf_yearly_on_actions.txt","2026-09-19T08:46:23.6683129+07:00","FEDAC9BA56B63DBE9DC39E98D850DE38DE961334E76B045FFC3DBAD53ABC1B4F"
"AGOT_PLUS_FIX","common/scripted_effects/asoiaf_agot_overwrite_effects.txt","2026-09-19T08:46:23.6773767+07:00","322853D334C4AD716DC36F09DFD364D6D7EABF455578D87006F07EA0D9FA0C98"
"AGOT_PLUS_FIX","gfx/court_scene/character_roles/asoiaf_default_roles.txt","2026-09-19T08:46:23.6843888+07:00","E548C78EED5BB5C9ACB3CB87E3B39144966F3AB8975B4EF188D78B4468D69E43"
"AGOT_PLUS_FIX","common/scripted_effects/asoiaf_canon_children_effects.txt","2026-09-19T08:46:23.6944143+07:00","B017962E45AA0E3D895D0941815C4920EC9985F4B826DA8A71D5D6E233D629AF"
"AGOT_PLUS_FIX","events/asoiaf_young_griff_landing_events.txt","2026-09-19T08:46:23.7030104+07:00","AB55E9FE8F2C2DF6869053D5E0D4958A7FD5893FC82A879E57BD1A62F152D2C4"
"AGOT_PLUS_FIX","common/scripted_effects/asoiaf_clear_traits_effects.txt","2026-09-19T08:46:23.7105187+07:00","BCCD62296F65E16A0D292F848BCF76A473A8DB7A12AACEDE311C60F5D635A448"
"AGOT_PLUS_FIX","common/scripted_effects/asoiaf_assign_inactive_traits_effects.txt","2026-09-19T08:46:23.7205622+07:00","D5DAA56020D7761ED0A896BC1374D77F87F535EB6C473D5347882C4D5129A505"
"AGOT_PLUS_FIX","common/on_action/agot_on_actions/test_title_on_actions.txt","2026-09-19T08:46:23.7275683+07:00","09D7092550F6F0783AB1CBC4C7DB5E1C09077671F49EB2496940FD33E76F08D4"
"AGOT_PLUS_FIX","common/scripted_triggers/asoiaf_cultural_portrait_triggers.txt","2026-09-19T08:46:23.7366479+07:00","B9E016D02F18B2238B73AA35629FB7B48D52FE7F1C429014124754B7F78FDB73"
"AGOT_PLUS_FIX","gfx/interface/illustrations/scripted_illustrations/ingame.txt","2026-09-19T08:46:23.7452818+07:00","054E74388D52224625DE59D2AD843BE745D8492D113F6CA0E80BB671A2BB76BC"
"AGOT_PLUS_FIX","gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt","2026-09-19T08:46:23.7552968+07:00","90CCB221B490DDCA0251EE80CCF8B9A267092D13CD6587921C1A8158C0542D09"
"AGOT_PLUS_FIX","gfx/portraits/portrait_modifiers/asoiaf_hairs_custom_flags.txt","2026-09-19T08:46:23.7650078+07:00","462CF0B115FF8EBD13BC0D4E26EF00AB76FC2D625DF5B7D9FC4716520CCA293D"
"AGOT_PLUS_FIX","common/on_action/asoiaf_marriage_concubinage_on_actions.txt","2026-09-19T08:46:23.7735196+07:00","E92569D11BC78F581B45A8A87EE77A9D1B23E198747898AA40886F7B4B35E552"
"AGOT_PLUS_FIX","common/on_action/asoiaf_setup.txt","2026-09-19T08:46:23.7816217+07:00","4F02869D2915635D638A9AEE17825DA9E370DF681E1B60CA2B222C3BE243B0F3"
"AGOT_PLUS_FIX","gfx/portraits/portrait_modifiers/asoiaf_clothes_situational.txt","2026-09-19T08:46:23.7909897+07:00","AE967C89B7048CC35D0C496B826C83E909D8948584795F96506FBF82FD519239"
"AGOT_PLUS_FIX","gfx/portraits/portrait_modifiers/asoiaf_headgear_situational.txt","2026-09-19T08:46:23.7989959+07:00","C0878470B7A8A85E3ACD873D2EFE3F39169C6CC62763CA86043B179D356757EF"
"AGOT_PLUS_FIX","common/scripted_effects/asoiaf_scripted_effects_artifacts.txt","2026-09-19T08:46:23.8085051+07:00","C7FD66E7E116AFB3FFBA96D36B7660259FBA7C8651D042CA9E50500A1C8BB64A"
"AGOT_PLUS_FIX","common/modifiers/asoiaf_artifact_modifiers.txt","2026-09-19T08:46:23.8165324+07:00","7F0A8D0C3DB3CB3CDF862C4CAD09B05C04DBEB82A01788149575BD9CECE6FA74"
"AGOT_PLUS_FIX","history/characters/asoiaf_char_dummies.txt","2026-09-19T08:46:23.8254442+07:00","23E5127124284501CBFDD5812BE402B6EABD7E33ADD228A7D8949F0E6E68DF32"
"AGOT_PLUS_FIX","history/characters/asoiaf_char_stormlands.txt","2026-09-19T08:46:23.8334687+07:00","3B4819776778E202D7CBC9FAA5B6AA776299BD2F5AF3813DD5ECC5E129040A5F"
"AGOT_PLUS_FIX","history/characters/asoiaf_char_vanity.txt","2026-09-19T08:46:23.8421967+07:00","1E3737F09630CE6C3B9B79DB5624D2639D6E17CB614124BD7F653B9C96FECA78"
"AGOT_PLUS_FIX","common/scripted_triggers/asoiaf_canon_children_triggers.txt","2026-09-19T08:46:23.8505153+07:00","A623A488BA8F0269EEA91D3C8D0530490F7DBF6227604028B15B06C8C458D974"
"AGOT_PLUS_FIX","events/asoiaf_canon_children_events/asoiaf_canon_children_targaryen_events.txt","2026-09-19T08:46:23.8585207+07:00","EE0E9320BED7505FAFB867EC077E49FC2FB81E6A242DEB0A2F0BB6EAE8D3A90D"
"AGOT_PLUS_FIX","common/on_action/asoiaf_pregnancy_childbirth_on_actions.txt","2026-09-19T08:46:23.8664137+07:00","E3D189C0249A58FB7D270B5EF6281B30A2BAA9397BEAE97272F3CDFAF1F6FCE2"
"AGOT_PLUS_FIX","common/decisions/asoiaf_house_branch_decisions.txt","2026-09-19T08:46:23.8764376+07:00","9EE3EF066718940F0470ED8F60864947A44C0FB6DB20547D2C832A1DE0149FE0"
"AGOT_PLUS_FIX","common/on_action/agot_on_actions/agot_title_on_actions.txt","2026-09-19T08:46:23.8854348+07:00","9E1EC73ABBD1075C423024AC3568B567CF4826BAD51DBA365B584EC236DDEDB1"
"AGOT_PLUS_FIX","common/on_action/asoiaf_army_on_actions.txt","2026-09-19T08:46:23.8954591+07:00","11A0ED712477C42BAE851447BF9085CCD19EE500CF5781AE343B310E142E11CE"
"AGOT_PLUS_FIX","events/asoiaf_mega_war_events.txt","2026-09-19T08:46:23.9038221+07:00","96A82A67B955AFC3A2703BA1E59388A3E8787E3DBC30E6975B5097BC60F86FF9"
"AGOT_PLUS_FIX","common/bookmark_portraits/bookmark_106_alicent_hightower.txt","2026-09-19T08:46:23.9122328+07:00","26175CCBEF8911CF09A61D27759E4942A3577287CA004ECE8AE696174120A45B"
"AGOT_PLUS_FIX","common/bookmark_portraits/bookmark_106_viserys_targaryen.txt","2026-09-19T08:46:23.9182325+07:00","02F49C0288CDFCC83AFDCCD8EC0CDE1D73755FAB9625F3302DCAA37059B149D0"
"AGOT_PLUS_FIX","common/bookmark_portraits/bookmark_209_egg.txt","2026-09-19T08:46:23.9249406+07:00","62E955B80DC9665966FAB045B349C80255C77BFEFA4CE9D16A76C8F5CA07979F"
"AGOT_PLUS_FIX","common/bookmark_portraits/bookmark_284_cressen.txt","2026-09-19T08:46:23.9304442+07:00","9C5C560F6288AB7BAA443257EE697E8782340F8D104F7A3A15716AA49A24A6EB"
"AGOT_PLUS_FIX","common/bookmark_portraits/bookmark_82_osmund_strong.txt","2026-09-19T08:46:23.9472841+07:00","B22C32B80D0A07D4853D6BE7F915ADE7479A1CFD37FC737F54B70A56B0E49B60"
"AGOT_PLUS_FIX","common/dna_data/test_dna_beyond_the_wall.txt","2026-09-19T08:46:23.9543094+07:00","22BBF56AB1C053590D1C2F478867944C4F0715DDFE1329A1451476D7D2348479"
"AGOT_PLUS_FIX","common/dna_data/test_dna_crownlands.txt","2026-09-19T08:46:23.9640110+07:00","50A9588CCEA63CF50AE657F593F95B35B46E1D8723D7048F00418FB4CFE62DBB"
"AGOT_PLUS_FIX","common/dna_data/test_dna_dornish.txt","2026-09-19T08:46:23.9715219+07:00","CB9F9FA8BC68C2A8AACBBC27C8A9FF4C75C2A1F8A10190FAC29DF127E66EDB8C"
"AGOT_PLUS_FIX","common/dna_data/test_dna_easter_eggs.txt","2026-09-19T08:46:23.9815437+07:00","AA363A6F9FD2D40AB0EF1E0950B9BF8ABBE4EC6481AE1F902C6F2B7D2B80B9B2"
"AGOT_PLUS_FIX","common/dna_data/test_dna_essos.txt","2026-09-19T08:46:23.9896108+07:00","5758F5F6D016D4A00C53A579E18C77CA2BF66E69FE3DBCD0939391D36AFC2DBE"
"AGOT_PLUS_FIX","common/dna_data/test_dna_iron_isles.txt","2026-09-19T08:46:24.0000002+07:00","9C9BF459A99C637BF7BBFF1834235673C14229BAB2D480804876086B14DB2A25"
"AGOT_PLUS_FIX","common/dna_data/test_dna_north.txt","2026-09-19T08:46:24.0078214+07:00","EBA3F521DEC39D1BFF28C57C22B197A150BCEF27BCEC88326A309C0B2CBA67CD"
"AGOT_PLUS_FIX","common/dna_data/test_dna_reach.txt","2026-09-19T08:46:24.0182435+07:00","D7D9601CA16FFAB09BEAF59B0EE24FA88939364262267726220E97252E8C04E0"
"AGOT_PLUS_FIX","common/dna_data/test_dna_riverlands.txt","2026-09-19T08:46:24.0255969+07:00","881928BEF64508C1953B144493EF3DD93CC1960890AAC4EF921211413B682516"
"AGOT_PLUS_FIX","common/dna_data/test_dna_stormlands.txt","2026-09-19T08:46:24.0357788+07:00","64882DEF710574E0301BC21B87B6D0E50FF5B8E28F686A2045D23398396F425A"
"AGOT_PLUS_FIX","common/dna_data/test_dna_vale.txt","2026-09-19T08:46:24.0429235+07:00","1E20FBE65FE4C98C39EB76D3004FE70F8ECF4EB89E154600CD7302E5DA79DCB5"
"AGOT_PLUS_FIX","common/dna_data/test_dna_valyrian.txt","2026-09-19T08:46:24.0536664+07:00","A0229A0053C7BE8CA68B97457C4AAF8DCEBD28826F4B0C45A48D52C519150344"
"AGOT_PLUS_FIX","common/dna_data/test_dna_vanity.txt","2026-09-19T08:46:24.0617548+07:00","A3E46B8D804FBEEB418970B71ADAD8E65D4BD71F705DC2BD4C802887A791EF0F"
"AGOT_PLUS_FIX","common/dna_data/test_dna_westerlands.txt","2026-09-19T08:46:24.0705660+07:00","2C69B92D91B604DF187984E8FB202EE9B00C54A291B043A0A78D87ED2859930F"
"AGOT_PLUS_FIX","common/scripted_effects/zz_agot_plus_fix_child_effects.txt","2026-09-19T08:46:24.0776606+07:00","E7238C65F7231B1C9ED5B65A0792835CCB8F354927FB067EF6BA010D7F09AE34"
"AGOT_PLUS_FIX","common/modifiers/zz_agot_plus_fix_modifiers.txt","2026-09-19T08:46:24.0866241+07:00","A8F3A272C5A6FD249AE8DFBFB78EBC0357692FF42D8DEA5EBF9912FCCCFFDA99"
"AGOT_PLUS_FIX","localization/english/agot_plus_fix_l_english.yml","2026-09-19T08:46:24.0949322+07:00","5F792BF7B79A1BDCE1EA432E2A0DAA9D846AE2D85EB167D95DBA94B812DE28A2"
"AGOT_PLUS_FIX","localization/russian/agot_plus_fix_l_russian.yml","2026-09-19T08:46:24.1014407+07:00","F87C7BC24D167FBC6E3E5E1A490DE785F6F7C960E486937EF52EA4F146143353"
"AGOT_PLUS_FIX","events/agot_plus_fix_age_events.txt","2026-09-19T08:46:24.1096616+07:00","1246F665178C6E6D3BEAE8AFF3632BE7BA8894BA8801D2C035A01DFF5609BD6C"
"AGOT_PLUS_FIX","history/characters/agot_plus_fix_appearance_donors.txt","2026-09-19T08:46:24.1208872+07:00","C26B8013228CA14283859AC9B4E256BF9A59D1A3219319F7F32865B7E92BAF29"
"AGOT_PLUS_FIX","common/scripted_triggers/zz_agot_plus_fix_stage8_triggers.txt","2026-09-19T08:46:24.1321875+07:00","B7ABA11A197DC2E8267809E5D344B31F537BEBFE00C3E18C1DAF0BAE54E1EE39"
"AGOT_PLUS_FIX","common/scripted_effects/zz_agot_plus_fix_aegon_children_effects.txt","2026-09-19T08:46:24.1341880+07:00","6CD69C6DA7D1EF47144FB6D71933A924DEC325BD9B69D442E35D3AAC7847CEFE"
"AGOT_PLUS_FIX","common/on_action/zz_agot_plus_fix_aegon_children_on_actions.txt","2026-09-19T08:46:24.1457561+07:00","C91575C1AE8AAE47A9597BB4536BC1BD95B3A30DC9B3E50BEB7F2B1CC7F9151B"
