"BeforeCount","AfterCount","Difference","Category","Owner","ExampleLine","Component","Message","Signature"
"5","0","-5","History / title / faith reference error","AGOT+ | Исправления совместимости","10818","faith_links.cpp:223","Failed to scope to faith 'rhllor' at file: common/scripted_effects/asoiaf_setup_effects.txt line: 8439 (asoiaf_got_traits_effect)","faith_links.cpp:223 Failed to scope to faith 'rhllor' at file: common/scripted_effects/asoiaf_setup_effects.txt line: * (asoiaf_got_traits_effect)"
"2","0","-2","Script / database error","AGOT+","11532","jomini_effect.cpp:139","PostValidate of effect 'add_character_modifier' returned false at file: common/scripted_effects/asoiaf_assign_inactive_traits_effects.txt line: 813 (asoiaf_assign_inactive_traits_effect)","jomini_effect.cpp:139 PostValidate of effect 'add_character_modifier' returned false at file: common/scripted_effects/asoiaf_assign_inactive_traits_effects.txt line: * (asoiaf_assign_inactive_traits_effect)"
"1","0","-1","Script / database error","AGOT+","12552","jomini_effect.cpp:139","PostValidate of effect 'add_character_modifier' returned false at file: common/scripted_effects/asoiaf_canon_children_effects.txt line: 13359 (asoiaf_canon_children_Greyjoy_13_birth_effect:after_creation)","jomini_effect.cpp:139 PostValidate of effect 'add_character_modifier' returned false at file: common/scripted_effects/asoiaf_canon_children_effects.txt line: * (asoiaf_canon_children_Greyjoy_13_birth_effect:after_creation)"
"3","0","-3","Script / database error","AGOT+ | Исправления совместимости","11492","jomini_effect.cpp:139","PostValidate of effect 'add_trait' returned false at file: common/scripted_effects/asoiaf_setup_effects.txt line: 4310 (asoiaf_got_traits_effect)","jomini_effect.cpp:139 PostValidate of effect 'add_trait' returned false at file: common/scripted_effects/asoiaf_setup_effects.txt line: * (asoiaf_got_traits_effect)"
"1","0","-1","Script / database error","AGOT+","11792","jomini_effect.cpp:139","PostValidate of effect 'create_character' returned false at file: common/scripted_effects/asoiaf_canon_children_effects.txt line: 3248 (asoiaf_canon_children_Arryn_3_1_birth_effect)","jomini_effect.cpp:139 PostValidate of effect 'create_character' returned false at file: common/scripted_effects/asoiaf_canon_children_effects.txt line: * (asoiaf_canon_children_Arryn_3_1_birth_effect)"
"1","0","-1","Script / database error","AGOT+","11797","jomini_effect.cpp:139","PostValidate of effect 'create_character' returned false at file: common/scripted_effects/asoiaf_canon_children_effects.txt line: 3288 (asoiaf_canon_children_Arryn_3_2_birth_effect)","jomini_effect.cpp:139 PostValidate of effect 'create_character' returned false at file: common/scripted_effects/asoiaf_canon_children_effects.txt line: * (asoiaf_canon_children_Arryn_3_2_birth_effect)"
"1","0","-1","Script / database error","AGOT+","11787","jomini_effect.cpp:139","PostValidate of effect 'create_character' returned false at file: common/scripted_effects/asoiaf_canon_children_effects.txt line: 3203 (asoiaf_canon_children_Arryn_7_birth_effect)","jomini_effect.cpp:139 PostValidate of effect 'create_character' returned false at file: common/scripted_effects/asoiaf_canon_children_effects.txt line: * (asoiaf_canon_children_Arryn_7_birth_effect)"
"1","0","-1","Script / database error","AGOT+","11802","jomini_effect.cpp:139","PostValidate of effect 'create_character' returned false at file: common/scripted_effects/asoiaf_canon_children_effects.txt line: 3327 (asoiaf_canon_children_Arryn_8_birth_effect)","jomini_effect.cpp:139 PostValidate of effect 'create_character' returned false at file: common/scripted_effects/asoiaf_canon_children_effects.txt line: * (asoiaf_canon_children_Arryn_8_birth_effect)"
"1","0","-1","Script / database error","AGOT+","11667","jomini_effect.cpp:139","PostValidate of effect 'create_character' returned false at file: common/scripted_effects/asoiaf_canon_children_effects.txt line: 1364 (asoiaf_canon_children_Baratheon_1_birth_effect)","jomini_effect.cpp:139 PostValidate of effect 'create_character' returned false at file: common/scripted_effects/asoiaf_canon_children_effects.txt line: * (asoiaf_canon_children_Baratheon_1_birth_effect)"
"1","0","-1","Script / database error","AGOT+","11722","jomini_effect.cpp:139","PostValidate of effect 'create_character' returned false at file: common/scripted_effects/asoiaf_canon_children_effects.txt line: 2314 (asoiaf_canon_children_Baratheon_13_birth_effect)","jomini_effect.cpp:139 PostValidate of effect 'create_character' returned false at file: common/scripted_effects/asoiaf_canon_children_effects.txt line: * (asoiaf_canon_children_Baratheon_13_birth_effect)"
