"IssueClass","Attribution","Evidence","LogLine","Component","Owner","Message"
"Encoding_warnings","Resolved source path","common/scripted_effects/zz_agot_plus_fix_child_effects.txt","9753","lexer.cpp:306","AGOT+ | Исправления совместимости","File 'common/scripted_effects/zz_agot_plus_fix_child_effects.txt' should be in utf8-bom encoding (will try to use it anyways)"
"Triggers_effects_and_syntax","Resolved source path","common/decisions/asoiaf_house_branch_decisions.txt","9754","pdx_persistent_reader.cpp:216","AGOT+","Error: ""Unexpected token: decision_has_second_step, near line: 112
Unexpected token: decision_custom_widget_container, near line: 113"" in file: ""common/decisions/asoiaf_house_branch_decisions.txt"" near line: 118"
"Triggers_effects_and_syntax","Resolved source path","common/decisions/asoiaf_house_branch_decisions.txt","9756","pdx_persistent_reader.cpp:216","AGOT+","Error: ""Unexpected token: decision_has_second_step, near line: 481
Unexpected token: decision_custom_widget_container, near line: 482"" in file: ""common/decisions/asoiaf_house_branch_decisions.txt"" near line: 487"
"Triggers_effects_and_syntax","Resolved source path","common/decisions/asoiaf_house_branch_decisions.txt","9759","pdx_persistent_reader.cpp:216","AGOT+","Error: ""Unexpected token: decision_has_second_step, near line: 586
Unexpected token: decision_custom_widget_container, near line: 587"" in file: ""common/decisions/asoiaf_house_branch_decisions.txt"" near line: 592"
"Triggers_effects_and_syntax","Resolved source path","common/decisions/asoiaf_house_branch_decisions.txt","9762","pdx_persistent_reader.cpp:216","AGOT+","Error: ""Unexpected token: decision_has_second_step, near line: 702
Unexpected token: decision_custom_widget_container, near line: 703"" in file: ""common/decisions/asoiaf_house_branch_decisions.txt"" near line: 708"
"Triggers_effects_and_syntax","Resolved source path","gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt","9904","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: portrait_wear_lannister_armour_torso_courtiers, near line: 11965"" in file: ""gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt"" near line: 11965"
"Triggers_effects_and_syntax","Resolved source path","gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt","9944","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unexpected token: accesory, near line: 17857"" in file: ""gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt"" near line: 17857"
"Triggers_effects_and_syntax","Resolved source path","gfx/portraits/portrait_modifiers/asoiaf_clothes.txt","9950","jomini_eventtarget.cpp:692","AGOT+","Failed to find a valid event target link 'has_religion' at file: gfx/portraits/portrait_modifiers/asoiaf_clothes.txt line: 1092 (asoiaf_drowned_man_clothes_modifiers:weight)"
"Triggers_effects_and_syntax","Resolved source path","gfx/portraits/portrait_modifiers/asoiaf_clothes.txt","9951","pdx_persistent_reader.cpp:216","AGOT+","Error: ""Unknown trigger: liege.has_religion, near line: 1092"" in file: ""gfx/portraits/portrait_modifiers/asoiaf_clothes.txt"" near line: 1093"
"Triggers_effects_and_syntax","Resolved source path","gfx/portraits/portrait_modifiers/asoiaf_clothes.txt","9952","jomini_eventtarget.cpp:692","AGOT+","Failed to find a valid event target link 'has_religion' at file: gfx/portraits/portrait_modifiers/asoiaf_clothes.txt line: 1176 (asoiaf_drowned_man_clothes_modifiers:weight)"
"Triggers_effects_and_syntax","Resolved source path","gfx/portraits/portrait_modifiers/asoiaf_clothes.txt","9953","pdx_persistent_reader.cpp:216","AGOT+","Error: ""Unknown trigger: liege.has_religion, near line: 1176"" in file: ""gfx/portraits/portrait_modifiers/asoiaf_clothes.txt"" near line: 1181"
"Triggers_effects_and_syntax","Resolved source path","gfx/portraits/portrait_modifiers/asoiaf_headgear_crowns.txt","9963","pdx_persistent_reader.cpp:216","AGOT+","Error: ""Unknown trigger: is_character_baratheon_3, near line: 81"" in file: ""gfx/portraits/portrait_modifiers/asoiaf_headgear_crowns.txt"" near line: 83"
"Triggers_effects_and_syntax","Resolved source path","gfx/portraits/portrait_modifiers/asoiaf_headgear_crowns.txt","9964","pdx_persistent_reader.cpp:216","AGOT+","Error: ""Unknown trigger: is_character_baratheon_3, near line: 165"" in file: ""gfx/portraits/portrait_modifiers/asoiaf_headgear_crowns.txt"" near line: 167"
"Triggers_effects_and_syntax","Resolved source path","gfx/portraits/portrait_modifiers/asoiaf_headgear_crowns.txt","9965","pdx_persistent_reader.cpp:216","AGOT+","Error: ""Unknown trigger: is_character_baratheon_4, near line: 264"" in file: ""gfx/portraits/portrait_modifiers/asoiaf_headgear_crowns.txt"" near line: 269"
"Triggers_effects_and_syntax","Resolved source path","gfx/portraits/portrait_modifiers/asoiaf_headgear_crowns.txt","9966","pdx_persistent_reader.cpp:216","AGOT+","Error: ""Unknown trigger: is_character_baratheon_4, near line: 330"" in file: ""gfx/portraits/portrait_modifiers/asoiaf_headgear_crowns.txt"" near line: 335"
"Triggers_effects_and_syntax","Resolved source path","gfx/portraits/portrait_modifiers/asoiaf_headgear_crowns.txt","9967","pdx_persistent_reader.cpp:216","AGOT+","Error: ""Unknown trigger: is_character_baratheon_5, near line: 645
Unknown trigger: is_character_baratheon_6, near line: 646
Unknown trigger: is_character_baratheon_7, near line: 647"" in file: ""gfx/portraits/portrait_modifiers/asoiaf_headgear_crowns.txt"" near line: 651"
"Triggers_effects_and_syntax","Resolved source path","gfx/portraits/portrait_modifiers/asoiaf_headgear_crowns.txt","9970","pdx_persistent_reader.cpp:216","AGOT+","Error: ""Unknown trigger: is_character_baratheon_5, near line: 694
Unknown trigger: is_character_baratheon_6, near line: 695
Unknown trigger: is_character_baratheon_7, near line: 696"" in file: ""gfx/portraits/portrait_modifiers/asoiaf_headgear_crowns.txt"" near line: 700"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_character_templates/asoiaf_invader_templates.txt","9977","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: is_dead, near line: 81"" in file: ""common/scripted_character_templates/asoiaf_invader_templates.txt"" near line: 84"
"Triggers_effects_and_syntax","Resolved source path","events/asoiaf_canon_children_events/asoiaf_canon_children_targaryen_events.txt","9996","pdx_persistent_reader.cpp:216","AGOT+","Error: ""Unknown trigger: asoiaf_canon_children_Targaryen_101_trigger, near line: 737"" in file: ""events/asoiaf_canon_children_events/asoiaf_canon_children_targaryen_events.txt"" near line: 738"
"Triggers_effects_and_syntax","Resolved source path","events/asoiaf_canon_children_events/asoiaf_canon_children_targaryen_events.txt","9997","pdx_persistent_reader.cpp:216","AGOT+","Error: ""Unknown effect: asoiaf_canon_children_Targaryen_101_birth_effect, near line: 741"" in file: ""events/asoiaf_canon_children_events/asoiaf_canon_children_targaryen_events.txt"" near line: 742"
"Triggers_effects_and_syntax","Resolved source path","events/asoiaf_canon_children_events/asoiaf_canon_children_targaryen_events.txt","9998","pdx_persistent_reader.cpp:216","AGOT+","Error: ""Unknown effect: asoiaf_canon_children_Targaryen_100_birth_effect, near line: 749"" in file: ""events/asoiaf_canon_children_events/asoiaf_canon_children_targaryen_events.txt"" near line: 750"
"Triggers_effects_and_syntax","Resolved source path","events/asoiaf_canon_children_events/asoiaf_canon_children_targaryen_events.txt","9999","pdx_persistent_reader.cpp:216","AGOT+","Error: ""Unknown effect: asoiaf_canon_children_Targaryen_99_birth_effect, near line: 757"" in file: ""events/asoiaf_canon_children_events/asoiaf_canon_children_targaryen_events.txt"" near line: 758"
"Triggers_effects_and_syntax","Resolved source path","events/asoiaf_canon_children_events/asoiaf_canon_children_targaryen_events.txt","10000","pdx_persistent_reader.cpp:216","AGOT+","Error: ""Unknown effect: asoiaf_canon_children_Targaryen_98_birth_effect, near line: 765"" in file: ""events/asoiaf_canon_children_events/asoiaf_canon_children_targaryen_events.txt"" near line: 766"
"Triggers_effects_and_syntax","Resolved source path","events/asoiaf_canon_children_events/asoiaf_canon_children_targaryen_events.txt","10001","pdx_persistent_reader.cpp:216","AGOT+","Error: ""Unknown trigger: asoiaf_canon_children_Targaryen_104_trigger, near line: 777"" in file: ""events/asoiaf_canon_children_events/asoiaf_canon_children_targaryen_events.txt"" near line: 778"
"Triggers_effects_and_syntax","Resolved source path","events/asoiaf_canon_children_events/asoiaf_canon_children_targaryen_events.txt","10002","pdx_persistent_reader.cpp:216","AGOT+","Error: ""Unknown effect: asoiaf_canon_children_Targaryen_104_birth_effect, near line: 781"" in file: ""events/asoiaf_canon_children_events/asoiaf_canon_children_targaryen_events.txt"" near line: 782"
"Triggers_effects_and_syntax","Resolved source path","events/asoiaf_canon_children_events/asoiaf_canon_children_targaryen_events.txt","10003","pdx_persistent_reader.cpp:216","AGOT+","Error: ""Unknown trigger: asoiaf_canon_children_Targaryen_103_trigger, near line: 785"" in file: ""events/asoiaf_canon_children_events/asoiaf_canon_children_targaryen_events.txt"" near line: 786"
"Triggers_effects_and_syntax","Resolved source path","events/asoiaf_canon_children_events/asoiaf_canon_children_targaryen_events.txt","10004","pdx_persistent_reader.cpp:216","AGOT+","Error: ""Unknown effect: asoiaf_canon_children_Targaryen_103_birth_effect, near line: 789"" in file: ""events/asoiaf_canon_children_events/asoiaf_canon_children_targaryen_events.txt"" near line: 790"
"Triggers_effects_and_syntax","Resolved source path","events/asoiaf_canon_children_events/asoiaf_canon_children_targaryen_events.txt","10005","pdx_persistent_reader.cpp:216","AGOT+","Error: ""Unknown trigger: asoiaf_canon_children_Targaryen_102_trigger, near line: 793"" in file: ""events/asoiaf_canon_children_events/asoiaf_canon_children_targaryen_events.txt"" near line: 794"
"Triggers_effects_and_syntax","Resolved source path","events/asoiaf_canon_children_events/asoiaf_canon_children_targaryen_events.txt","10006","pdx_persistent_reader.cpp:216","AGOT+","Error: ""Unknown effect: asoiaf_canon_children_Targaryen_102_birth_effect, near line: 797"" in file: ""events/asoiaf_canon_children_events/asoiaf_canon_children_targaryen_events.txt"" near line: 798"
"Triggers_effects_and_syntax","Resolved source path","events/asoiaf_mega_war_events.txt","10019","pdx_persistent_reader.cpp:216","AGOT+","Error: ""Unknown effect: asoiaf_mega_war_effect, near line: 8"" in file: ""events/asoiaf_mega_war_events.txt"" near line: 9"
"Triggers_effects_and_syntax","Resolved source path","common/character_interactions/asoiaf_character_interactions.txt","10035","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: is_busy_in_events_localised, near line: 150 (expanded from file: common/character_interactions/asoiaf_character_interactions.txt line: 151)"" in file: ""common/character_interactions/asoiaf_character_interactions.txt"" near line: 157"
"Triggers_effects_and_syntax","Resolved source path","common/on_action/asoiaf_army_on_actions.txt","10046","pdx_persistent_reader.cpp:216","AGOT+","Error: ""Unknown trigger: defender, near line: 89"" in file: ""common/on_action/asoiaf_army_on_actions.txt"" near line: 90"
"Triggers_effects_and_syntax","Resolved source path","common/on_action/asoiaf_army_on_actions.txt","10047","pdx_persistent_reader.cpp:216","AGOT+","Error: ""Unknown trigger: defender, near line: 226"" in file: ""common/on_action/asoiaf_army_on_actions.txt"" near line: 227"
"Triggers_effects_and_syntax","Resolved source path","common/on_action/asoiaf_pregnancy_childbirth_on_actions.txt","10048","pdx_persistent_reader.cpp:216","AGOT+","Error: ""Unknown trigger: asoiaf_canon_children_Targaryen_101_trigger, near line: 613"" in file: ""common/on_action/asoiaf_pregnancy_childbirth_on_actions.txt"" near line: 614"
