"BeforeCount","AfterCount","Difference","Category","Owner","ExampleLine","Component","Message","Signature"
"1","0","-1","Script / database error","AGOT - Crowns of Westeros","10046","jomini_eventmanager.cpp:428","Duplicated event ID 'agot_activity_commission_crown.0001' found. New Location: 'file: events/activities/agot_coronation_activity/agot_activity_events_crown_commission.txt line: 3 (agot_activity_commission_crown.0001)', Previous Location: 'file: events/activities/agot_coronation_activity/agot_activity_events_crown_commission.txt line: 3 (agot_activity_commission_crown.0001)'","jomini_eventmanager.cpp:428 Duplicated event ID 'agot_activity_commission_crown.0001' found. New Location: 'file: events/activities/agot_coronation_activity/agot_activity_events_crown_commission.txt line: * (agot_activity_commission_crown.0001)', Previous Location: 'file: events/activities/agot_coronation_activity/agot_activity_events_crown_commission.txt line: * (agot_activity_commission_crown.0001)'"
"1","0","-1","Script / database error","AGOT+ | Исправления совместимости","10092","pdx_persistent_reader.cpp:216","Error: ""Unknown effect: exists, near line: 2430
Unknown effect: exists, near line: 2431"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 2436","pdx_persistent_reader.cpp:216 Error: ""Unknown effect: exists, near line: *
Unknown effect: exists, near line: *"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: *"
"7","0","-7","Script / database error","AGOT+ | Исправления совместимости","10089","pdx_persistent_reader.cpp:216","Error: ""Unknown effect: exists, near line: 1386"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 1387","pdx_persistent_reader.cpp:216 Error: ""Unknown effect: exists, near line: *"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: *"
"1","0","-1","Script / database error","AGOT+ | Исправления совместимости","10117","pdx_persistent_reader.cpp:216","Error: ""Unknown effect: trait, near line: 3711"" in file: ""common/scripted_effects/asoiaf_canon_children_effects.txt"" near line: 3717","pdx_persistent_reader.cpp:216 Error: ""Unknown effect: trait, near line: *"" in file: ""common/scripted_effects/asoiaf_canon_children_effects.txt"" near line: *"
"1","0","-1","Script / database error","AGOT+ | Исправления совместимости","10145","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: any_spouse.house, near line: 8155"" in file: ""common/scripted_effects/asoiaf_canon_children_effects.txt"" near line: 8155","pdx_persistent_reader.cpp:216 Error: ""Unknown trigger: any_spouse.house, near line: *"" in file: ""common/scripted_effects/asoiaf_canon_children_effects.txt"" near line: *"
"6","0","-6","Script / database error","AGOT+ | Исправления совместимости","10133","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: every_dynasty_member, near line: 7152"" in file: ""common/scripted_effects/asoiaf_canon_children_effects.txt"" near line: 7156","pdx_persistent_reader.cpp:216 Error: ""Unknown trigger: every_dynasty_member, near line: *"" in file: ""common/scripted_effects/asoiaf_canon_children_effects.txt"" near line: *"
"1","0","-1","Script / database error","AGOT+ | Исправления совместимости","10094","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: has_claim, near line: 2483
Unknown trigger: has_claim, near line: 2484"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 2485","pdx_persistent_reader.cpp:216 Error: ""Unknown trigger: has_claim, near line: *
Unknown trigger: has_claim, near line: *"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: *"
"13","0","-13","Script / database error","AGOT+ | Исправления совместимости","10101","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: has_claim, near line: 6292"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 6292","pdx_persistent_reader.cpp:216 Error: ""Unknown trigger: has_claim, near line: *"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: *"
"1","0","-1","Script / database error","AGOT+ | Исправления совместимости","2261","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: is_dead, near line: 81"" in file: ""common/scripted_character_templates/asoiaf_invader_templates.txt"" near line: 84","pdx_persistent_reader.cpp:216 Error: ""Unknown trigger: is_dead, near line: *"" in file: ""common/scripted_character_templates/asoiaf_invader_templates.txt"" near line: *"
"2","0","-2","Script / database error","AGOT+ | Исправления совместимости","10099","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: is_dead, near line: 5581"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 5581","pdx_persistent_reader.cpp:216 Error: ""Unknown trigger: is_dead, near line: *"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: *"
