"Count","Category","Owner","Files","FirstLogLine"
"2092","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_valyrian.txt","6922"
"1457","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_north.txt","2979"
"953","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_reach.txt","4436"
"762","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","5845"
"720","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_westerlands.txt","9048"
"636","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_crownlands.txt","1473"
"456","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_riverlands.txt","5389"
"423","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_dornish.txt","2109"
"315","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_vale.txt","6607"
"242","Script / database error","","","1442"
"230","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_essos.txt","2582"
"177","Graphics / portrait source error","AGOT+ | Исправления совместимости","gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt","9768"
"167","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_iron_isles.txt","2812"
"130","Graphics / portrait source error","","","1192"
"96","Script / database error","AGOT+","history/characters/asoiaf_char_vanity.txt","11365"
"95","History / title / faith reference error","","","11574"
"72","Script / database error","AGOT+ | Исправления совместимости","common/scripted_effects/asoiaf_canon_children_effects.txt","10090"
"50","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_easter_eggs.txt","2532"
"48","Script / database error","AGOT+","common/scripted_effects/asoiaf_scripted_effects_artifacts.txt","10082"
"34","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_vanity.txt","9014"
"30","Script / database error","AGOT+ | Исправления совместимости","common/on_action/asoiaf_yearly_on_actions.txt","10052"
"26","Script / database error","AGOT Submod Core","gfx/portraits/portrait_modifiers/05_clothes_situational.txt","10972"
"21","Graphics / portrait source error","AGOT+","gfx/models/court/rooms/asoiaf_storms_end/asoiaf_court_storms_end.mesh","1379"
"20","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_beyond_the_wall.txt","1453"
"20","Script / database error","Legacy Of The Dragon","common/scripted_effects/00_agot_artifact_vs_sword_effects_override.txt","10383"
"17","Script / database error","AGOT Submod Core","common/scripted_triggers/tgc_loaded_trigger.txt","10119"
"17","Script / database error","Divine Intervention Cheat Menu","common/scripted_effects/DI_char_spawner_effects.txt","10287"
"16","Script / database error","AGOT Submod Core","gfx/portraits/portrait_modifiers/05_headgear_situational.txt","11037"
"16","Script / database error","Divine Intervention AGOT Cheat Menu","common/scripted_effects/DI_court_position_spawner_overrides.txt","10867"
"12","Graphics / portrait source error","COW-AGOT: 3D Models & Bigger Castles","gfx/models/buildings/special/seagaurd/building_seagard_01.mesh","1317"
"12","Script / database error","Divine Intervention Cheat Menu","common/character_interactions/DI_character_interaction.txt","10832"
"11","Script / database error","AGOT+","events/asoiaf_canon_children_events/asoiaf_canon_children_targaryen_events.txt","10032"
"11","Graphics / portrait source error","AGOT+","common/bookmark_portraits/bookmark_284_cressen.txt","10009"
"10","Graphics / portrait source error","AGOT+","common/bookmark_portraits/bookmark_209_egg.txt","9995"
"10","Script / database error","COW-AGOT: 3D Models & Bigger Castles","common/on_action/cowagot_province_on_actions.txt","10842"
"10","Script / database error","Divine Intervention AGOT Cheat Menu","common/scripted_effects/DI_present_effects.txt","10907"
"9","Graphics / portrait source error","AGOT+","common/bookmark_portraits/bookmark_82_osmund_strong.txt","10021"
"9","Graphics / portrait source error","AGOT+","common/bookmark_portraits/bookmark_106_alicent_hightower.txt","9977"
"9","Graphics / portrait source error","AGOT+","common/bookmark_portraits/bookmark_106_viserys_targaryen.txt","9986"
"8","Script / database error","A Game of Thrones","common/scripted_effects/00_agot_artifact_crowns_effects.txt","10074"
"8","Script / database error","AGOT Submod Core","gfx/portraits/portrait_modifiers/01_cloaks_base.txt","10937"
"7","Localization / dynamic text error","","","1451"
"7","Graphics / portrait source error","COW-AGOT: 3D Models & Bigger Castles","gfx/models/buildings/special/crag/crag_level_1.mesh","1347"
"7","Other error","Unresolved file","gfx/models/buildings/special/castamere/building_backup_atlas_properties.dds","1255"
"7","Other error","Unresolved file","gfx/models/buildings/special/castamere/building_backup_atlas_normal.dds","1257"
"6","Graphics / portrait source error","COW-AGOT: 3D Models & Bigger Castles","gfx/models/buildings/special/crag/crag_level_2.mesh","1280"
"6","Script / database error","AGOT Submod Core","gfx/portraits/portrait_modifiers/01_legwear_base.txt","10957"
"6","Script / database error","COW-AGOT: 3D Models & Bigger Castles","common/buildings/yy_agotcities_special_buildings_westeros.txt","10071"
"6","Script / database error","AGOT+","gfx/portraits/portrait_modifiers/asoiaf_headgear_crowns.txt","9963"
"5","Graphics / portrait source error","COW-AGOT: 3D Models & Bigger Castles","gfx/models/buildings/special/whitegrove/whitegrove.mesh","1366"
"5","Graphics / portrait source error","COW-AGOT: 3D Models & Bigger Castles","gfx/models/buildings/special/dunstonbury/dunstonbury.mesh","1374"
"5","Graphics / portrait source error","COW-AGOT: 3D Models & Bigger Castles","gfx/models/buildings/special/Evenfall/building_special_evenfall.mesh","1312"
"5","Graphics / portrait source error","AGOT+","gfx/portraits/portrait_modifiers/asoiaf_headgear_armor.txt","9958"
