Mod,File,LastWriteTime,SHA256,AbsolutePathLength
AGOT_PLUS_FIX,common/scripted_character_templates/asoiaf_invader_templates.txt,2026-09-19T15:58:34.280011+07:00,4708F34E5F0558AB456C7F36989051F5AF79F98E76962CAC58EF633DC4E78862,124
AGOT_PLUS_FIX,common/scripted_effects/asoiaf_targaryen_invasion_claimants_effects.txt,2026-09-19T15:58:34.290428+07:00,15D4CD8FDEE73AEEF14FA7F96E2DB0F32BFE3B881B9D38A3853751238BA8D21D,131
AGOT_PLUS_FIX,common/scripted_effects/asoiaf_setup_effects.txt,2026-09-19T15:58:34.299950+07:00,8F599E14DCB9E5B20E68FCF2A849101AF26B44C291FE95236FE6B03EB0B4A492,108
AGOT_PLUS_FIX,common/character_interactions/asoiaf_character_interactions.txt,2026-09-19T15:58:34.307951+07:00,3701A4F4EB8D16861FBB48A6E471A7AB27B9C679848920C1EAEC529E1D24CF3A,123
AGOT_PLUS_FIX,common/artifacts/templates/asoiaf_artifacts_templates.txt,2026-09-19T15:58:34.315943+07:00,E8086A6AB44514937137097584AC5007BD0475181DA0B601613E9F7D6977CA4C,117
AGOT_PLUS_FIX,common/on_action/asoiaf_yearly_on_actions.txt,2026-09-19T15:58:34.323952+07:00,FEDAC9BA56B63DBE9DC39E98D850DE38DE961334E76B045FFC3DBAD53ABC1B4F,105
AGOT_PLUS_FIX,common/scripted_effects/asoiaf_agot_overwrite_effects.txt,2026-09-19T15:58:34.330947+07:00,BC15A542B933AAE6845F3C9100EAB9D8CE13615963D5EA20D9AA21F89495DAC8,117
AGOT_PLUS_FIX,gfx/court_scene/character_roles/asoiaf_default_roles.txt,2026-09-19T15:58:34.339088+07:00,E548C78EED5BB5C9ACB3CB87E3B39144966F3AB8975B4EF188D78B4468D69E43,116
AGOT_PLUS_FIX,common/scripted_effects/asoiaf_canon_children_effects.txt,2026-09-19T15:58:34.349088+07:00,B017962E45AA0E3D895D0941815C4920EC9985F4B826DA8A71D5D6E233D629AF,117
AGOT_PLUS_FIX,events/asoiaf_young_griff_landing_events.txt,2026-09-19T15:58:34.357084+07:00,AB55E9FE8F2C2DF6869053D5E0D4958A7FD5893FC82A879E57BD1A62F152D2C4,104
AGOT_PLUS_FIX,common/scripted_effects/asoiaf_clear_traits_effects.txt,2026-09-19T15:58:34.363086+07:00,BCCD62296F65E16A0D292F848BCF76A473A8DB7A12AACEDE311C60F5D635A448,115
AGOT_PLUS_FIX,common/scripted_effects/asoiaf_assign_inactive_traits_effects.txt,2026-09-19T15:58:34.372161+07:00,16D5F5F5A3D62EF5215448BDAC2F56FCFD77A49E2E959E98BF748B121EED94F0,125
AGOT_PLUS_FIX,common/on_action/agot_on_actions/test_title_on_actions.txt,2026-09-19T15:58:34.378764+07:00,B20477F6BD1687F88BF75D00BBEDE8EDEF5E565EB17949144625F6931A556948,118
AGOT_PLUS_FIX,common/scripted_triggers/asoiaf_cultural_portrait_triggers.txt,2026-09-19T15:58:34.387766+07:00,B9E016D02F18B2238B73AA35629FB7B48D52FE7F1C429014124754B7F78FDB73,122
AGOT_PLUS_FIX,gfx/interface/illustrations/scripted_illustrations/ingame.txt,2026-09-19T15:58:34.396771+07:00,054E74388D52224625DE59D2AD843BE745D8492D113F6CA0E80BB671A2BB76BC,121
AGOT_PLUS_FIX,gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt,2026-09-19T15:58:34.405765+07:00,B60E4542B5527FB786BD65FE4AE322C5D488BA270CCF6E797D9E1DE875216A2D,126
AGOT_PLUS_FIX,gfx/portraits/portrait_modifiers/asoiaf_hairs_custom_flags.txt,2026-09-19T15:58:34.414765+07:00,9E4A4805BBE74D16AB1928E8E76D849900185137A4F3033AB2952CE373A75550,122
AGOT_PLUS_FIX,common/on_action/asoiaf_marriage_concubinage_on_actions.txt,2026-09-19T15:58:34.420774+07:00,E92569D11BC78F581B45A8A87EE77A9D1B23E198747898AA40886F7B4B35E552,119
AGOT_PLUS_FIX,common/on_action/asoiaf_setup.txt,2026-09-19T15:58:34.426769+07:00,4F02869D2915635D638A9AEE17825DA9E370DF681E1B60CA2B222C3BE243B0F3,93
AGOT_PLUS_FIX,gfx/portraits/portrait_modifiers/asoiaf_clothes_situational.txt,2026-09-19T15:58:34.433284+07:00,4AC44F7847087C1DD809C4AC467858FADF98087489B29634795F868CEB2408CD,123
AGOT_PLUS_FIX,gfx/portraits/portrait_modifiers/asoiaf_headgear_situational.txt,2026-09-19T15:58:34.441276+07:00,6E8F1421994940A991D99C8E39D380787EC211304D831FC811EEA1B4B7C1D8AA,124
AGOT_PLUS_FIX,common/scripted_effects/asoiaf_scripted_effects_artifacts.txt,2026-09-19T15:58:34.449282+07:00,B19E079D6D3DC828D835094C9DAC78FB1B5B1FB98C4E53A7D0AE3E7FEE034F34,121
AGOT_PLUS_FIX,common/modifiers/asoiaf_artifact_modifiers.txt,2026-09-19T15:58:34.457276+07:00,7F0A8D0C3DB3CB3CDF862C4CAD09B05C04DBEB82A01788149575BD9CECE6FA74,106
AGOT_PLUS_FIX,history/characters/asoiaf_char_dummies.txt,2026-09-19T15:58:34.463294+07:00,23E5127124284501CBFDD5812BE402B6EABD7E33ADD228A7D8949F0E6E68DF32,102
AGOT_PLUS_FIX,history/characters/asoiaf_char_stormlands.txt,2026-09-19T15:58:34.470295+07:00,3B4819776778E202D7CBC9FAA5B6AA776299BD2F5AF3813DD5ECC5E129040A5F,105
AGOT_PLUS_FIX,history/characters/asoiaf_char_vanity.txt,2026-09-19T15:58:34.477391+07:00,1E3737F09630CE6C3B9B79DB5624D2639D6E17CB614124BD7F653B9C96FECA78,101
AGOT_PLUS_FIX,common/scripted_triggers/asoiaf_canon_children_triggers.txt,2026-09-19T15:58:34.484091+07:00,A623A488BA8F0269EEA91D3C8D0530490F7DBF6227604028B15B06C8C458D974,119
AGOT_PLUS_FIX,events/asoiaf_canon_children_events/asoiaf_canon_children_targaryen_events.txt,2026-09-19T15:58:34.491210+07:00,EE0E9320BED7505FAFB867EC077E49FC2FB81E6A242DEB0A2F0BB6EAE8D3A90D,138
AGOT_PLUS_FIX,common/on_action/asoiaf_pregnancy_childbirth_on_actions.txt,2026-09-19T15:58:34.498241+07:00,E3D189C0249A58FB7D270B5EF6281B30A2BAA9397BEAE97272F3CDFAF1F6FCE2,119
AGOT_PLUS_FIX,common/decisions/asoiaf_house_branch_decisions.txt,2026-09-19T15:58:34.508746+07:00,9EE3EF066718940F0470ED8F60864947A44C0FB6DB20547D2C832A1DE0149FE0,110
