"Mod","File","LastWriteTime","SHA256"
"AGOT_PLUS_FIX","common/scripted_character_templates/asoiaf_invader_templates.txt","2026-09-19T10:28:42.3218986+07:00","4708F34E5F0558AB456C7F36989051F5AF79F98E76962CAC58EF633DC4E78862"
"AGOT_PLUS_FIX","common/scripted_effects/asoiaf_targaryen_invasion_claimants_effects.txt","2026-09-19T10:28:42.3329042+07:00","CF1DF2171A61DE1C92FC309C079F7E2BB76D238D5BBC234B0237E878E10D3F8C"
"AGOT_PLUS_FIX","common/scripted_effects/asoiaf_setup_effects.txt","2026-09-19T10:28:42.3409017+07:00","8F599E14DCB9E5B20E68FCF2A849101AF26B44C291FE95236FE6B03EB0B4A492"
"AGOT_PLUS_FIX","common/character_interactions/asoiaf_character_interactions.txt","2026-09-19T10:28:42.3488999+07:00","3701A4F4EB8D16861FBB48A6E471A7AB27B9C679848920C1EAEC529E1D24CF3A"
"AGOT_PLUS_FIX","common/artifacts/templates/asoiaf_artifacts_templates.txt","2026-09-19T10:28:42.3579055+07:00","E8086A6AB44514937137097584AC5007BD0475181DA0B601613E9F7D6977CA4C"
"AGOT_PLUS_FIX","common/on_action/asoiaf_yearly_on_actions.txt","2026-09-19T10:28:42.3647925+07:00","FEDAC9BA56B63DBE9DC39E98D850DE38DE961334E76B045FFC3DBAD53ABC1B4F"
"AGOT_PLUS_FIX","common/scripted_effects/asoiaf_agot_overwrite_effects.txt","2026-09-19T10:28:42.3733083+07:00","322853D334C4AD716DC36F09DFD364D6D7EABF455578D87006F07EA0D9FA0C98"
"AGOT_PLUS_FIX","gfx/court_scene/character_roles/asoiaf_default_roles.txt","2026-09-19T10:28:42.3803073+07:00","E548C78EED5BB5C9ACB3CB87E3B39144966F3AB8975B4EF188D78B4468D69E43"
"AGOT_PLUS_FIX","common/scripted_effects/asoiaf_canon_children_effects.txt","2026-09-19T10:28:42.3883081+07:00","B017962E45AA0E3D895D0941815C4920EC9985F4B826DA8A71D5D6E233D629AF"
"AGOT_PLUS_FIX","events/asoiaf_young_griff_landing_events.txt","2026-09-19T10:28:42.3963085+07:00","AB55E9FE8F2C2DF6869053D5E0D4958A7FD5893FC82A879E57BD1A62F152D2C4"
"AGOT_PLUS_FIX","common/scripted_effects/asoiaf_clear_traits_effects.txt","2026-09-19T10:28:42.4023059+07:00","BCCD62296F65E16A0D292F848BCF76A473A8DB7A12AACEDE311C60F5D635A448"
"AGOT_PLUS_FIX","common/scripted_effects/asoiaf_assign_inactive_traits_effects.txt","2026-09-19T10:28:42.4103081+07:00","D5DAA56020D7761ED0A896BC1374D77F87F535EB6C473D5347882C4D5129A505"
"AGOT_PLUS_FIX","common/on_action/agot_on_actions/test_title_on_actions.txt","2026-09-19T10:28:42.4163083+07:00","09D7092550F6F0783AB1CBC4C7DB5E1C09077671F49EB2496940FD33E76F08D4"
"AGOT_PLUS_FIX","common/scripted_triggers/asoiaf_cultural_portrait_triggers.txt","2026-09-19T10:28:42.4243073+07:00","B9E016D02F18B2238B73AA35629FB7B48D52FE7F1C429014124754B7F78FDB73"
"AGOT_PLUS_FIX","gfx/interface/illustrations/scripted_illustrations/ingame.txt","2026-09-19T10:28:42.4333082+07:00","054E74388D52224625DE59D2AD843BE745D8492D113F6CA0E80BB671A2BB76BC"
"AGOT_PLUS_FIX","gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt","2026-09-19T10:28:42.4423082+07:00","90CCB221B490DDCA0251EE80CCF8B9A267092D13CD6587921C1A8158C0542D09"
"AGOT_PLUS_FIX","gfx/portraits/portrait_modifiers/asoiaf_hairs_custom_flags.txt","2026-09-19T10:28:42.4503068+07:00","462CF0B115FF8EBD13BC0D4E26EF00AB76FC2D625DF5B7D9FC4716520CCA293D"
"AGOT_PLUS_FIX","common/on_action/asoiaf_marriage_concubinage_on_actions.txt","2026-09-19T10:28:42.4583110+07:00","E92569D11BC78F581B45A8A87EE77A9D1B23E198747898AA40886F7B4B35E552"
"AGOT_PLUS_FIX","common/on_action/asoiaf_setup.txt","2026-09-19T10:28:42.4653119+07:00","4F02869D2915635D638A9AEE17825DA9E370DF681E1B60CA2B222C3BE243B0F3"
"AGOT_PLUS_FIX","gfx/portraits/portrait_modifiers/asoiaf_clothes_situational.txt","2026-09-19T10:28:42.4718196+07:00","AE967C89B7048CC35D0C496B826C83E909D8948584795F96506FBF82FD519239"
"AGOT_PLUS_FIX","gfx/portraits/portrait_modifiers/asoiaf_headgear_situational.txt","2026-09-19T10:28:42.4788187+07:00","C0878470B7A8A85E3ACD873D2EFE3F39169C6CC62763CA86043B179D356757EF"
"AGOT_PLUS_FIX","common/scripted_effects/asoiaf_scripted_effects_artifacts.txt","2026-09-19T10:28:42.4868209+07:00","C7FD66E7E116AFB3FFBA96D36B7660259FBA7C8651D042CA9E50500A1C8BB64A"
"AGOT_PLUS_FIX","common/modifiers/asoiaf_artifact_modifiers.txt","2026-09-19T10:28:42.4938200+07:00","7F0A8D0C3DB3CB3CDF862C4CAD09B05C04DBEB82A01788149575BD9CECE6FA74"
"AGOT_PLUS_FIX","history/characters/asoiaf_char_dummies.txt","2026-09-19T10:28:42.4948202+07:00","23E5127124284501CBFDD5812BE402B6EABD7E33ADD228A7D8949F0E6E68DF32"
"AGOT_PLUS_FIX","history/characters/asoiaf_char_stormlands.txt","2026-09-19T10:28:42.5018200+07:00","3B4819776778E202D7CBC9FAA5B6AA776299BD2F5AF3813DD5ECC5E129040A5F"
"AGOT_PLUS_FIX","history/characters/asoiaf_char_vanity.txt","2026-09-19T10:28:42.5038199+07:00","1E3737F09630CE6C3B9B79DB5624D2639D6E17CB614124BD7F653B9C96FECA78"
"AGOT_PLUS_FIX","common/scripted_triggers/asoiaf_canon_children_triggers.txt","2026-09-19T10:28:42.5108210+07:00","A623A488BA8F0269EEA91D3C8D0530490F7DBF6227604028B15B06C8C458D974"
"AGOT_PLUS_FIX","events/asoiaf_canon_children_events/asoiaf_canon_children_targaryen_events.txt","2026-09-19T10:28:42.5178199+07:00","EE0E9320BED7505FAFB867EC077E49FC2FB81E6A242DEB0A2F0BB6EAE8D3A90D"
"AGOT_PLUS_FIX","common/on_action/asoiaf_pregnancy_childbirth_on_actions.txt","2026-09-19T10:28:42.5248188+07:00","E3D189C0249A58FB7D270B5EF6281B30A2BAA9397BEAE97272F3CDFAF1F6FCE2"
"AGOT_PLUS_FIX","common/decisions/asoiaf_house_branch_decisions.txt","2026-09-19T10:28:42.5328205+07:00","9EE3EF066718940F0470ED8F60864947A44C0FB6DB20547D2C832A1DE0149FE0"
