"IssueClass","BeforeLogLine","Component","Message","PresentAfter","AfterCount"
"Triggers_effects_and_syntax","10487","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: asoiaf_underaged, near line: 2906"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 2907","False","0"
"Triggers_effects_and_syntax","10488","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: asoiaf_underaged, near line: 2919"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 2920","False","0"
"Triggers_effects_and_syntax","10489","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: asoiaf_underaged, near line: 2932"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 2933","False","0"
"Triggers_effects_and_syntax","10490","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: asoiaf_underaged, near line: 2945"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 2946","False","0"
"Triggers_effects_and_syntax","10491","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: asoiaf_underaged, near line: 2958"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 2959","False","0"
"Triggers_effects_and_syntax","10492","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: asoiaf_underaged, near line: 2971"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 2972","False","0"
"Triggers_effects_and_syntax","10493","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: asoiaf_underaged, near line: 2984"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 2985","False","0"
"Triggers_effects_and_syntax","10494","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: asoiaf_underaged, near line: 2997"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 2998","False","0"
"Triggers_effects_and_syntax","10495","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: asoiaf_underaged, near line: 3010"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3011","False","0"
"Triggers_effects_and_syntax","10496","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: asoiaf_underaged, near line: 3023"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3024","False","0"
"Triggers_effects_and_syntax","10497","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: asoiaf_underaged, near line: 3036"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3037","False","0"
"Triggers_effects_and_syntax","10498","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: asoiaf_underaged, near line: 3049"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3050","False","0"
"Triggers_effects_and_syntax","10499","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: asoiaf_underaged, near line: 3062"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3063","False","0"
"Triggers_effects_and_syntax","10500","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: asoiaf_underaged, near line: 3075"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3076","False","0"
"Triggers_effects_and_syntax","10501","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: asoiaf_underaged, near line: 3088"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3089","False","0"
"Triggers_effects_and_syntax","10502","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: asoiaf_underaged, near line: 3101"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3102","False","0"
"Triggers_effects_and_syntax","10503","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: asoiaf_underaged, near line: 3114"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3115","False","0"
"Triggers_effects_and_syntax","10504","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: asoiaf_underaged, near line: 3127"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3128","False","0"
"Triggers_effects_and_syntax","10505","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: asoiaf_underaged, near line: 3140"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3141","False","0"
"Triggers_effects_and_syntax","10506","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: asoiaf_underaged, near line: 3153"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3154","False","0"
"Triggers_effects_and_syntax","10507","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: asoiaf_underaged, near line: 3166"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3167","False","0"
"Triggers_effects_and_syntax","10508","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: asoiaf_underaged, near line: 3179"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3180","False","0"
"Triggers_effects_and_syntax","10509","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: asoiaf_underaged, near line: 3192"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3193","False","0"
"Triggers_effects_and_syntax","10510","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: asoiaf_underaged, near line: 3205"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3206","False","0"
"Triggers_effects_and_syntax","10511","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: asoiaf_underaged, near line: 3218"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3219","False","0"
"Triggers_effects_and_syntax","10512","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: asoiaf_underaged, near line: 3231"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3232","False","0"
"Triggers_effects_and_syntax","10513","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: asoiaf_underaged, near line: 3244"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3245","False","0"
"Triggers_effects_and_syntax","10514","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: asoiaf_underaged, near line: 3257"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3258","False","0"
"Triggers_effects_and_syntax","10515","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: asoiaf_underaged, near line: 3270"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3271","False","0"
"Triggers_effects_and_syntax","10516","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: asoiaf_underaged, near line: 3283"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3284","False","0"
"Triggers_effects_and_syntax","10517","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: asoiaf_underaged, near line: 3296"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3297","False","0"
"Triggers_effects_and_syntax","10518","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: asoiaf_underaged, near line: 3309"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3310","False","0"
"Triggers_effects_and_syntax","10519","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: asoiaf_underaged, near line: 3322"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3323","False","0"
"Triggers_effects_and_syntax","10520","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: asoiaf_underaged, near line: 3335"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3336","False","0"
"Triggers_effects_and_syntax","10521","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: asoiaf_underaged, near line: 3348"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3349","False","0"
"Triggers_effects_and_syntax","10522","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: asoiaf_underaged, near line: 3361"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3362","False","0"
"Triggers_effects_and_syntax","10523","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: asoiaf_underaged, near line: 3374"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3375","False","0"
"Triggers_effects_and_syntax","10524","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: asoiaf_underaged, near line: 3387"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3388","False","0"
"Triggers_effects_and_syntax","10525","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: asoiaf_underaged, near line: 3400"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3401","False","0"
"Triggers_effects_and_syntax","10526","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: asoiaf_underaged, near line: 3413"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3414","False","0"
"Triggers_effects_and_syntax","10527","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: asoiaf_underaged, near line: 3426"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3427","False","0"
"Triggers_effects_and_syntax","10528","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: asoiaf_underaged, near line: 3439"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3440","False","0"
"Triggers_effects_and_syntax","10529","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: asoiaf_underaged, near line: 3452"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3453","False","0"
"Triggers_effects_and_syntax","10530","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: asoiaf_underaged, near line: 3465"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3466","False","0"
"Triggers_effects_and_syntax","10531","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: asoiaf_underaged, near line: 3478"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3479","False","0"
"Triggers_effects_and_syntax","10532","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: asoiaf_underaged, near line: 3491"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3492","False","0"
"Triggers_effects_and_syntax","10533","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: asoiaf_underaged, near line: 3504"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3505","False","0"
"Triggers_effects_and_syntax","10534","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: asoiaf_underaged, near line: 3517"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3518","False","0"
"Triggers_effects_and_syntax","10535","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: asoiaf_underaged, near line: 3530"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3531","False","0"
"Triggers_effects_and_syntax","10536","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: asoiaf_underaged, near line: 3543"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3544","False","0"
"Triggers_effects_and_syntax","10537","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: asoiaf_underaged, near line: 3556"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3557","False","0"
"Triggers_effects_and_syntax","10538","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: asoiaf_underaged, near line: 3569"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3570","False","0"
"Triggers_effects_and_syntax","10539","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: asoiaf_underaged, near line: 3582"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3583","False","0"
"Triggers_effects_and_syntax","10540","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: asoiaf_underaged, near line: 3595"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3596","False","0"
"Triggers_effects_and_syntax","10541","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: asoiaf_underaged, near line: 3608"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3609","False","0"
"Triggers_effects_and_syntax","10542","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: asoiaf_underaged, near line: 3621"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3622","False","0"
"Triggers_effects_and_syntax","10543","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: asoiaf_underaged, near line: 3634"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3635","False","0"
"Triggers_effects_and_syntax","10544","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: asoiaf_underaged, near line: 3647"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3648","False","0"
"Triggers_effects_and_syntax","10545","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: asoiaf_underaged, near line: 3660"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3661","False","0"
"Triggers_effects_and_syntax","10546","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: asoiaf_underaged, near line: 3673"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3674","False","0"
"Triggers_effects_and_syntax","10547","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: asoiaf_underaged, near line: 3686"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3687","False","0"
"Triggers_effects_and_syntax","10548","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: asoiaf_underaged, near line: 3699"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3700","False","0"
"Triggers_effects_and_syntax","10549","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: asoiaf_underaged, near line: 3712"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3713","False","0"
"Triggers_effects_and_syntax","10550","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: asoiaf_underaged, near line: 3725"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3726","False","0"
"Triggers_effects_and_syntax","10551","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: asoiaf_underaged, near line: 3738"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3739","False","0"
"Triggers_effects_and_syntax","10552","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: asoiaf_underaged, near line: 3751"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3752","False","0"
"Triggers_effects_and_syntax","10553","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: asoiaf_underaged, near line: 3764"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3765","False","0"
"Triggers_effects_and_syntax","10554","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: asoiaf_underaged, near line: 3777"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3778","False","0"
"Triggers_effects_and_syntax","10555","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: asoiaf_underaged, near line: 3790"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3791","False","0"
"Triggers_effects_and_syntax","10556","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: asoiaf_underaged, near line: 3803"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3804","False","0"
"Triggers_effects_and_syntax","10557","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: asoiaf_underaged, near line: 3816"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3817","False","0"
"Triggers_effects_and_syntax","10558","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: asoiaf_underaged, near line: 3829"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3830","False","0"
"Triggers_effects_and_syntax","10559","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: asoiaf_underaged, near line: 3842"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3843","False","0"
"Triggers_effects_and_syntax","10560","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: asoiaf_underaged, near line: 3855"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3856","False","0"
"Triggers_effects_and_syntax","10561","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: asoiaf_underaged, near line: 3868"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3869","False","0"
"Triggers_effects_and_syntax","10562","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: asoiaf_underaged, near line: 3881"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3882","False","0"
"Triggers_effects_and_syntax","10563","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: asoiaf_underaged, near line: 3894"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3895","False","0"
"Triggers_effects_and_syntax","10564","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: asoiaf_underaged, near line: 3907"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3908","False","0"
"Triggers_effects_and_syntax","10565","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: asoiaf_underaged, near line: 3920"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3921","False","0"
"Triggers_effects_and_syntax","10566","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: asoiaf_underaged, near line: 3933"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3934","False","0"
"Triggers_effects_and_syntax","10567","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: asoiaf_underaged, near line: 3946"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3947","False","0"
"Triggers_effects_and_syntax","10568","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: asoiaf_underaged, near line: 3959"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3960","False","0"
"Triggers_effects_and_syntax","10569","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: asoiaf_underaged, near line: 3972"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3973","False","0"
"Triggers_effects_and_syntax","10570","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: asoiaf_underaged, near line: 3985"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3986","False","0"
"Triggers_effects_and_syntax","10571","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: asoiaf_underaged, near line: 3998"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 3999","False","0"
"Triggers_effects_and_syntax","10572","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: asoiaf_underaged, near line: 4011"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 4012","False","0"
"Triggers_effects_and_syntax","10573","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: asoiaf_underaged, near line: 4024"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 4025","False","0"
"Triggers_effects_and_syntax","10574","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: asoiaf_underaged, near line: 4037"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 4038","False","0"
"Triggers_effects_and_syntax","10575","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: asoiaf_underaged, near line: 4050"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 4051","False","0"
"Triggers_effects_and_syntax","10576","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: asoiaf_underaged, near line: 4063"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 4064","False","0"
"Triggers_effects_and_syntax","10577","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: asoiaf_underaged, near line: 4076"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 4077","False","0"
"Triggers_effects_and_syntax","10578","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: asoiaf_underaged, near line: 4089"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 4090","False","0"
"Triggers_effects_and_syntax","10579","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: asoiaf_underaged, near line: 4102"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 4103","False","0"
"Triggers_effects_and_syntax","10580","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: asoiaf_underaged, near line: 4117"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 4118","False","0"
"Triggers_effects_and_syntax","10581","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: asoiaf_underaged, near line: 4130"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 4131","False","0"
"Triggers_effects_and_syntax","10582","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: asoiaf_underaged, near line: 4143"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 4144","False","0"
"Triggers_effects_and_syntax","10583","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: asoiaf_underaged, near line: 4156"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 4157","False","0"
"Triggers_effects_and_syntax","10584","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: asoiaf_underaged, near line: 4171"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 4172","False","0"
"Triggers_effects_and_syntax","10585","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: asoiaf_underaged, near line: 4184"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 4185","False","0"
"Triggers_effects_and_syntax","10586","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: asoiaf_underaged, near line: 4197"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 4198","False","0"
"Triggers_effects_and_syntax","10587","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: asoiaf_underaged, near line: 4210"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 4211","False","0"
"Triggers_effects_and_syntax","10588","pdx_persistent_reader.cpp:216","Error: ""Unknown trigger: asoiaf_underaged, near line: 4223"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 4224","False","0"
