"IssueClass","Attribution","Evidence","LogLine","Component","Owner","Message"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_character_templates/asoiaf_invader_templates.txt","2261","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: is_dead, near line: 81"" in file: ""common/scripted_character_templates/asoiaf_invader_templates.txt"" near line: 84"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10089","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown effect: exists, near line: 1386"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 1387"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10090","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown effect: exists, near line: 1390"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 1396"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10091","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown effect: exists, near line: 2170"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 2176"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10092","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown effect: exists, near line: 2430
Unknown effect: exists, near line: 2431"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 2436"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10094","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: has_claim, near line: 2483
Unknown trigger: has_claim, near line: 2484"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 2485"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10096","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown effect: exists, near line: 2493"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 2497"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10097","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown effect: exists, near line: 2498"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 2501"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10098","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown effect: exists, near line: 2635"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 2640"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10099","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: is_dead, near line: 5581"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 5581"
