"IssueClass","Attribution","Evidence","LogLine","Component","Owner","Message"
"Database_references","Resolved source path","common/on_action/agot_on_actions/test_title_on_actions.txt","10816","title_links.cpp:214","AGOT+","Failed to fetch a valid landed title 'c_blood_point' at location 'file: common/on_action/agot_on_actions/test_title_on_actions.txt line: 1030 (asoiaf_daemon_loses_stepstone_claims)'"
"Database_references","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10818","faith_links.cpp:223","AGOT+ | Исправления совместимости","Failed to scope to faith 'rhllor' at file: common/scripted_effects/asoiaf_setup_effects.txt line: 8439 (asoiaf_got_traits_effect)"
"Database_references","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10819","faith_links.cpp:223","AGOT+ | Исправления совместимости","Failed to scope to faith 'rhllor' at file: common/scripted_effects/asoiaf_setup_effects.txt line: 9082 (asoiaf_got_traits_effect)"
"Database_references","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10820","faith_links.cpp:223","AGOT+ | Исправления совместимости","Failed to scope to faith 'rhllor' at file: common/scripted_effects/asoiaf_setup_effects.txt line: 9086 (asoiaf_got_traits_effect)"
"Database_references","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10821","faith_links.cpp:223","AGOT+ | Исправления совместимости","Failed to scope to faith 'rhllor' at file: common/scripted_effects/asoiaf_setup_effects.txt line: 9087 (asoiaf_got_traits_effect)"
"Database_references","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10822","faith_links.cpp:223","AGOT+ | Исправления совместимости","Failed to scope to faith 'rhllor' at file: common/scripted_effects/asoiaf_setup_effects.txt line: 9088 (asoiaf_got_traits_effect)"
"Database_references","Resolved source path","common/scripted_effects/asoiaf_assign_inactive_traits_effects.txt","11026","jomini_script_system.cpp:303","AGOT+","Script system error!
  Error: add_character_modifier effect [ Modifier 'asoiaf_Targaryen_95_modifier' doesn't match expected type 'character', due to 'none' ]
  Script location: file: common/scripted_effects/asoiaf_assign_inactive_traits_effects.txt line: 813 (asoiaf_assign_inactive_traits_effect)"
"Database_references","Resolved source path","common/scripted_effects/asoiaf_assign_inactive_traits_effects.txt","11030","jomini_script_system.cpp:303","AGOT+","Script system error!
  Error: add_character_modifier effect [ Modifier 'asoiaf_Greyjoy_13_alt_modifier' doesn't match expected type 'character', due to 'none' ]
  Script location: file: common/scripted_effects/asoiaf_assign_inactive_traits_effects.txt line: 2606 (asoiaf_assign_inactive_traits_effect)"
"Database_references","Resolved source path","common/scripted_effects/asoiaf_canon_children_effects.txt","11034","jomini_script_system.cpp:303","AGOT+","Script system error!
  Error: give_nickname effect [ Cannot find nick_the_imp in nickname database ]
  Script location: file: common/scripted_effects/asoiaf_canon_children_effects.txt line: 2899 (asoiaf_canon_children_Lannister_8_birth_effect:after_creation)"
"Database_references","Resolved source path","common/scripted_effects/asoiaf_canon_children_effects.txt","11290","jomini_script_system.cpp:303","AGOT+","Script system error!
  Error: add_character_modifier effect [ Modifier 'asoiaf_Greyjoy_13_alt_modifier' doesn't match expected type 'character', due to 'none' ]
  Script location: file: common/scripted_effects/asoiaf_canon_children_effects.txt line: 13359 (asoiaf_canon_children_Greyjoy_13_birth_effect:after_creation)"
