"File","SHA256"
"common/artifacts/blueprints/01_reforge_valyrian_lotd.txt","DF72214C4344E68F8CC45A20E17C3B540D8F35A1A3611584AA0057520B0ABDFA"
"common/artifacts/templates/00_lotd_historical_artifacts.txt","93F671D41C22D773D0A97370E4A5A26BD7ED3B150D945FD377C949E4F3282C59"
"common/artifacts/types/lotd_types.txt","497CF9F1DF7BF83F082F111FD2A7C1D33A26A4FA4065D429CAB4C6C14672EA13"
"common/artifacts/visuals/lotd_crowns_visuals.txt","363DF6859FF9F9D4EEA099141AC10DFA2CD0ACD5F03B0C213FFB613902C07A2D"
"common/artifacts/visuals/lotd_weapon_visuals.txt","E97B28802CA4C760FDFBA468AB9F712FB6D6A03397FA41FF268DB0669058A765"
"common/character_memory_types/lotd_memories.txt","9881C8F62AF21BFDE51B98ADC02731908E7DA090DEB25F19E70B3BFA3435F9CF"
"common/decisions/10_lotd_decisions.txt","8FA18739E7F55FF689B6FD30C6EFD5C52B716659137AEA4E80C51BF7EBF19173"
"common/decisions/10_rediscover_decision.txt","81C401B9BC3D4C28C74A85750B174824F7C4F5C239E9EA4174CDC1D85687402C"
"common/game_rules/00_lotd_game_rules.txt","4D943CF4E2E42789D97D2C6EC111461C81C2C711708CC5C3795953109F859D48"
"common/modifiers/00_lotd_artifact_modifiers.txt","6AAD3F16FFCB32D781F81F29F57B439DA63AEB84E5A5AD042E14DCD2B3B537B4"
"common/on_action/Lotd_on_start.txt","2E8A0DE8B99EC66A9C1620ABA5961BF4D2B5ABBFC05D3DE2C380A28192A83BB7"
"common/scripted_effects/00_agot_artifact_crowns_effects_override.txt","C81F54E6C0CFFABB3B4175935095BE1E6F391881F209D9C4B875B3F5A3F58F91"
"common/scripted_effects/00_agot_artifact_vs_sword_effects_override.txt","4E02FE83C1213B31A080C8AF5EA1B6456840E7D61073334C589534AB29876666"
"common/scripted_effects/00_lotd_artifact_creation_effects.txt","B5896D2F58EDF1AB769C3E7AD6AE7715EA59F9978D6595EB41309AE4CF795326"
"common/scripted_effects/lotd_artifacts_startdate.txt","175C386C9F4C86F3C04153961861207B10346C2338FB460D3DA90849C976B99D"
"common/scripted_triggers/00_lotd_artifact_triggers.txt","C89592B8F4ABCB5D533928CA8DF77779E9A6326E9871354CD17F3CD1764280A8"
"common/traits/lotd_traits.txt","F3A5169FFC5FCC755F5CC3CF46BA1179050FE0DBDF01DEC2A83E0F5D3728CE7F"
"events/agot_events/agot_house_customizer_events.txt","0D843916F7C77783C8BC9B66D779BBF3ED7F7717243BE018795869816B143365"
"events/decisions_events/buy_ruby_crown_events.txt","381B2E904DF6635EE783D29BFEC459723F661FF461A47644FE082B8AC23CAC22"
"events/decisions_events/read_prophecy.txt","193EADC88799B1CD9EA37BBA87C8A1CD1317BE1DDD46D46EEC58BEE286F5955B"
"events/decisions_events/rediscover_events.txt","19CA2E563B805321CA9A63779EDF6EC23EF98C0F85BCD5432A9E902CDC8056FA"
"events/decisions_events/rehilt_blackfyre_events.txt","8F1E9BBEB6095ADE994A8C3A6455D1BD9B5F28DFA9D279B0D1CA681836781DB7"
"events/decisions_events/sell_ruby_crown_events.txt","4023AB6F6F22AE97568414D50034122F96C6D2DF709B8C517CAFD2C4AA84C380"
"events/decisions_events/valyrian_mask.txt","CA45FB57A4203E9A8433E72800D4160F707D9D4BB356A6A3ADE6F8583DEBF5F0"
"gui/lotd_texticons.gui","6A0912C809367BC1167C6C920211294640645E1E3CAA8DA5FC43C1E4F2FFD798"
