"File","Line","Field","Key","LocalRussian","ExternalRussian","ExternalCatalog","ExternalFile","ExternalLine"
"common/artifacts/templates/00_lotd_historical_artifacts.txt","4","text","artifact_viserys_mask_requirements","True","False",,,
"common/character_memory_types/lotd_memories.txt","7","desc","read_prophecy_desc","True","False",,,
"common/character_memory_types/lotd_memories.txt","13","desc","read_prophecy_desc_second_perspective","True","False",,,
"common/character_memory_types/lotd_memories.txt","19","desc","read_prophecy_desc_third_perspective","True","False",,,
"common/character_memory_types/lotd_memories.txt","36","desc","read_prophecy_to_heir_desc","True","False",,,
"common/character_memory_types/lotd_memories.txt","42","desc","read_prophecy_desc_second_perspective","True","False",,,
"common/character_memory_types/lotd_memories.txt","48","desc","read_prophecy_desc_third_perspective","True","False",,,
"common/character_memory_types/lotd_memories.txt","65","desc","inherit_prophecy_desc","True","False",,,
"common/character_memory_types/lotd_memories.txt","71","desc","inherit_prophecy_desc_second_perspective","True","False",,,
"common/character_memory_types/lotd_memories.txt","77","desc","inherit_prophecy_desc_third_perspective","True","False",,,
"common/character_memory_types/lotd_memories.txt","94","desc","discover_prophecy_desc","True","False",,,
"common/character_memory_types/lotd_memories.txt","100","desc","discover_prophecy_desc_second_perspective","True","False",,,
"common/character_memory_types/lotd_memories.txt","106","desc","discover_prophecy_desc_third_perspective","True","False",,,
"common/character_memory_types/lotd_memories.txt","123","desc","sold_rubies_desc","True","False",,,
"common/character_memory_types/lotd_memories.txt","129","desc","sold_rubies_desc_second_perspective","True","False",,,
"common/character_memory_types/lotd_memories.txt","135","desc","sold_rubies_desc_third_perspective","True","False",,,
"common/character_memory_types/lotd_memories.txt","152","desc","buy_rubies_desc","True","False",,,
"common/character_memory_types/lotd_memories.txt","158","desc","buy_rubies_desc_second_perspective","True","False",,,
"common/character_memory_types/lotd_memories.txt","164","desc","buy_rubies_desc_third_perspective","True","False",,,
"common/decisions/10_lotd_decisions.txt","12","desc","read_prophecy_decision_desc","True","False",,,
"common/decisions/10_lotd_decisions.txt","13","selection_tooltip","read_prophecy_decision_tooltip","True","False",,,
"common/decisions/10_lotd_decisions.txt","27","custom_tooltip","read_prophecy_effect_0","True","False",,,
"common/decisions/10_lotd_decisions.txt","28","custom_tooltip","read_prophecy_effect_1","True","False",,,
"common/decisions/10_lotd_decisions.txt","29","custom_tooltip","read_prophecy_effect_2","True","False",,,
"common/decisions/10_lotd_decisions.txt","72","desc","sell_ruby_crown_desc","True","False",,,
"common/decisions/10_lotd_decisions.txt","73","selection_tooltip","sell_ruby_crown_decision_tooltip","True","False",,,
"common/decisions/10_lotd_decisions.txt","89","custom_tooltip","sell_ruby_crown_effect_0","True","False",,,
"common/decisions/10_lotd_decisions.txt","90","custom_tooltip","sell_ruby_crown_effect_1","True","False",,,
"common/decisions/10_lotd_decisions.txt","91","custom_tooltip","sell_ruby_crown_effect_2","True","False",,,
"common/decisions/10_lotd_decisions.txt","92","custom_tooltip","sell_ruby_crown_warning","True","False",,,
"common/decisions/10_lotd_decisions.txt","128","desc","buy_ruby_crown_desc","True","False",,,
"common/decisions/10_lotd_decisions.txt","129","selection_tooltip","buy_ruby_crown_decision_tooltip","True","False",,,
"common/decisions/10_lotd_decisions.txt","153","custom_tooltip","buy_ruby_crown_effect_0","True","False",,,
"common/decisions/10_lotd_decisions.txt","154","custom_tooltip","buy_ruby_crown_effect_1","True","False",,,
"common/decisions/10_lotd_decisions.txt","155","custom_tooltip","buy_ruby_crown_effect_2","True","False",,,
"common/decisions/10_lotd_decisions.txt","192","desc","buy_facemask_desc","True","False",,,
"common/decisions/10_lotd_decisions.txt","193","selection_tooltip","buy_facemask_decision_tooltip","True","False",,,
"common/decisions/10_lotd_decisions.txt","226","desc","valyrian_mask_01_option","True","False",,,
"common/decisions/10_lotd_decisions.txt","237","desc","valyrian_mask_02_option","True","False",,,
"common/decisions/10_lotd_decisions.txt","248","desc","valyrian_mask_03_option","True","False",,,
"common/decisions/10_lotd_decisions.txt","259","desc","valyrian_mask_04_option","True","False",,,
"common/decisions/10_lotd_decisions.txt","270","desc","valyrian_mask_05_option","True","False",,,
"common/decisions/10_lotd_decisions.txt","345","desc","remove_facemask_desc","True","False",,,
"common/decisions/10_lotd_decisions.txt","346","selection_tooltip","remove_facemask_decision_tooltip","True","False",,,
"common/decisions/10_lotd_decisions.txt","382","desc","rehilt_blackfyre_desc_01","True","False",,,
"common/decisions/10_lotd_decisions.txt","383","selection_tooltip","rehilt_blackfyre_decision_tooltip","True","False",,,
"common/decisions/10_lotd_decisions.txt","414","custom_tooltip","rehilt_blackfyre_effect_1","True","False",,,
"common/decisions/10_lotd_decisions.txt","415","custom_tooltip","rehilt_blackfyre_effect_2","True","False",,,
"common/decisions/10_rediscover_decision.txt","12","desc","rediscover_mechanic_decision_desc","True","False",,,
"common/decisions/10_rediscover_decision.txt","13","selection_tooltip","rediscover_mechanic_decision_tooltip","True","False",,,
"common/decisions/10_rediscover_decision.txt","42","custom_tooltip","rediscover_mechanic_effect_0","True","False",,,
"common/on_action/Lotd_on_start.txt","12","name","Lotd_enabled","False","False",,,
"common/scripted_effects/00_agot_artifact_crowns_effects_override.txt","17","name","aegon_i_crown_name","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\artifacts\agot_artifacts_l_russian.yml","241"
"common/scripted_effects/00_agot_artifact_crowns_effects_override.txt","18","description","aegon_i_crown_description","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\artifacts\agot_artifacts_l_russian.yml","242"
"common/scripted_effects/00_agot_artifact_crowns_effects_override.txt","37","name","aegon_i_crown_name","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\artifacts\agot_artifacts_l_russian.yml","241"
"common/scripted_effects/00_agot_artifact_crowns_effects_override.txt","38","description","aegon_i_crown_description","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\artifacts\agot_artifacts_l_russian.yml","242"
"common/scripted_effects/00_agot_artifact_crowns_effects_override.txt","59","name","historical_unique_artifact","False","False",,,
"common/scripted_effects/00_agot_artifact_crowns_effects_override.txt","60","name","crown_aegon_i_historical_artifact","False","False",,,
"common/scripted_effects/00_agot_artifact_crowns_effects_override.txt","70","name","aegoncrown","False","False",,,
"common/scripted_effects/00_agot_artifact_crowns_effects_override.txt","74","name","aegoncrown_nogems","False","False",,,
"common/scripted_effects/00_agot_artifact_crowns_effects_override.txt","79","name","crown_aegon_i_artifact","False","False",,,
"common/scripted_effects/00_agot_artifact_crowns_effects_override.txt","80","name","crown_aegon_i_historical_artifact","False","False",,,
"common/scripted_effects/00_agot_artifact_crowns_effects_override.txt","81","name","historical_unique_artifact","False","False",,,
"common/scripted_effects/00_agot_artifact_crowns_effects_override.txt","143","name","jaehaerys_crown_name","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\artifacts\agot_artifacts_l_russian.yml","245"
"common/scripted_effects/00_agot_artifact_crowns_effects_override.txt","144","description","jaehaerys_crown_description_lotd","True","False",,,
"common/scripted_effects/00_agot_artifact_crowns_effects_override.txt","163","name","jaehaerys_crown_name","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\artifacts\agot_artifacts_l_russian.yml","245"
"common/scripted_effects/00_agot_artifact_crowns_effects_override.txt","164","description","jaehaerys_crown_description","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\artifacts\agot_artifacts_l_russian.yml","246"
"common/scripted_effects/00_agot_artifact_crowns_effects_override.txt","184","name","crown_jaehaerys_artifact","False","False",,,
"common/scripted_effects/00_agot_artifact_crowns_effects_override.txt","185","name","crown_jaehaerys_historical_artifact","False","False",,,
"common/scripted_effects/00_agot_artifact_crowns_effects_override.txt","186","name","historical_unique_artifact","False","False",,,
"common/scripted_effects/00_agot_artifact_vs_sword_effects_override.txt","14","name","vs_blackfyre_name","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\artifacts\agot_artifacts_l_russian.yml","4"
"common/scripted_effects/00_agot_artifact_vs_sword_effects_override.txt","16","description","vs_blackfyre_description","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\artifacts\agot_artifacts_l_russian.yml","5"
"common/scripted_effects/00_agot_artifact_vs_sword_effects_override.txt","32","name","vs_blackfyre_name","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\artifacts\agot_artifacts_l_russian.yml","4"
"common/scripted_effects/00_agot_artifact_vs_sword_effects_override.txt","34","description","vs_blackfyre_description","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\artifacts\agot_artifacts_l_russian.yml","5"
"common/scripted_effects/00_agot_artifact_vs_sword_effects_override.txt","52","name","valyrian_steel","False","False",,,
"common/scripted_effects/00_agot_artifact_vs_sword_effects_override.txt","56","name","historical_unique_artifact","False","False",,,
"common/scripted_effects/00_agot_artifact_vs_sword_effects_override.txt","60","name","blackfyre_artifact","False","False",,,
"common/scripted_effects/00_agot_artifact_vs_sword_effects_override.txt","64","name","traditional_house_owner","False","False",,,
"common/scripted_effects/00_agot_artifact_vs_sword_effects_override.txt","292","name","vs_dark_sister_name","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\artifacts\agot_artifacts_l_russian.yml","22"
"common/scripted_effects/00_agot_artifact_vs_sword_effects_override.txt","294","description","vs_dark_sister_description","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\artifacts\agot_artifacts_l_russian.yml","23"
"common/scripted_effects/00_agot_artifact_vs_sword_effects_override.txt","310","name","vs_dark_sister_name","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\artifacts\agot_artifacts_l_russian.yml","22"
"common/scripted_effects/00_agot_artifact_vs_sword_effects_override.txt","312","description","vs_dark_sister_description","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\artifacts\agot_artifacts_l_russian.yml","23"
"common/scripted_effects/00_agot_artifact_vs_sword_effects_override.txt","331","name","valyrian_steel","False","False",,,
"common/scripted_effects/00_agot_artifact_vs_sword_effects_override.txt","335","name","historical_unique_artifact","False","False",,,
"common/scripted_effects/00_agot_artifact_vs_sword_effects_override.txt","339","name","dark_sister_artifact","False","False",,,
"common/scripted_effects/00_agot_artifact_vs_sword_effects_override.txt","343","name","traditional_house_owner","False","False",,,
"common/scripted_effects/00_agot_artifact_vs_sword_effects_override.txt","456","name","vs_seafoam_name","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\artifacts\agot_artifacts_l_russian.yml","124"
"common/scripted_effects/00_agot_artifact_vs_sword_effects_override.txt","458","description","vs_seafoam_description","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\artifacts\agot_artifacts_l_russian.yml","125"
"common/scripted_effects/00_agot_artifact_vs_sword_effects_override.txt","476","name","vs_seafoam_name","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\artifacts\agot_artifacts_l_russian.yml","124"
"common/scripted_effects/00_agot_artifact_vs_sword_effects_override.txt","478","description","vs_seafoam_description","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\artifacts\agot_artifacts_l_russian.yml","125"
"common/scripted_effects/00_agot_artifact_vs_sword_effects_override.txt","497","name","valyrian_steel","False","False",,,
"common/scripted_effects/00_agot_artifact_vs_sword_effects_override.txt","501","name","seafoam_artifact","False","False",,,
"common/scripted_effects/00_agot_artifact_vs_sword_effects_override.txt","505","name","historical_unique_artifact","False","False",,,
"common/scripted_effects/00_agot_artifact_vs_sword_effects_override.txt","605","name","artifact_calamity_name","True","False",,,
"common/scripted_effects/00_agot_artifact_vs_sword_effects_override.txt","607","description","artifact_calamity_description","True","False",,,
"common/scripted_effects/00_agot_artifact_vs_sword_effects_override.txt","624","name","calamity","False","False",,,
"common/scripted_effects/00_agot_artifact_vs_sword_effects_override.txt","631","name","vs_pincer_name","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\artifacts\agot_artifacts_l_russian.yml","18"
"common/scripted_effects/00_agot_artifact_vs_sword_effects_override.txt","633","description","vs_pincer_description","False","True","AGOT_RU","E:\SteamLibrary\steamapps\workshop\content\1158310\2962803371\localization\russian\agot\artifacts\agot_artifacts_l_russian.yml","19"
"common/scripted_effects/00_agot_artifact_vs_sword_effects_override.txt","650","name","pincer_artifact","False","False",,,
"common/scripted_effects/00_agot_artifact_vs_sword_effects_override.txt","658","name","valyrian_steel","False","False",,,
"common/scripted_effects/00_agot_artifact_vs_sword_effects_override.txt","662","name","historical_unique_artifact","False","False",,,
"common/scripted_effects/00_lotd_artifact_creation_effects.txt","9","name","artifact_subterfuge_name","True","False",,,
"common/scripted_effects/00_lotd_artifact_creation_effects.txt","10","description","artifact_subterfuge_description","True","False",,,
"common/scripted_effects/00_lotd_artifact_creation_effects.txt","32","name","historical_unique_artifact","False","False",,,
"common/scripted_effects/00_lotd_artifact_creation_effects.txt","35","name","valyrian_steel","False","False",,,
"common/scripted_effects/00_lotd_artifact_creation_effects.txt","58","name","artifact_aegon_dagger_name","True","False",,,
"common/scripted_effects/00_lotd_artifact_creation_effects.txt","59","description","artifact_aegon_dagger_description","True","False",,,
