[17:48:34][dlc_descriptor.cpp:70] [original line 1] Invalid supported_version in file: mod/ugc_2261468688.mod line: 6
[17:49:57][virtualfilesystem.cpp:456] [original line 1217] Could not find texture due to 'VFSOpen Error: gfx/models/buildings/special/castamere/building_backup_atlas_properties.dds not found'
[17:49:57][virtualfilesystem.cpp:456] [original line 1219] Could not find texture due to 'VFSOpen Error: gfx/models/buildings/special/castamere/building_backup_atlas_normal.dds not found'
[17:49:57][virtualfilesystem.cpp:456] [original line 1222] Could not find texture due to 'VFSOpen Error: gfx/models/buildings/special/castamere/building_backup_atlas_properties.dds not found'
[17:49:57][virtualfilesystem.cpp:456] [original line 1224] Could not find texture due to 'VFSOpen Error: gfx/models/buildings/special/castamere/building_backup_atlas_normal.dds not found'
[17:49:59][virtualfilesystem.cpp:456] [original line 1230] Could not find texture due to 'VFSOpen Error: gfx/models/buildings/special/castamere/building_backup_atlas_properties.dds not found'
[17:49:59][virtualfilesystem.cpp:456] [original line 1232] Could not find texture due to 'VFSOpen Error: gfx/models/buildings/special/castamere/building_backup_atlas_normal.dds not found'
[17:49:59][virtualfilesystem.cpp:456] [original line 1235] Could not find texture due to 'VFSOpen Error: gfx/models/buildings/special/castamere/building_backup_atlas_properties.dds not found'
[17:49:59][virtualfilesystem.cpp:456] [original line 1237] Could not find texture due to 'VFSOpen Error: gfx/models/buildings/special/castamere/building_backup_atlas_normal.dds not found'
[17:50:02][virtualfilesystem.cpp:456] [original line 1272] Could not find texture due to 'VFSOpen Error: gfx/models/buildings/special/castamere/building_backup_atlas_properties.dds not found'
[17:50:02][virtualfilesystem.cpp:456] [original line 1274] Could not find texture due to 'VFSOpen Error: gfx/models/buildings/special/castamere/building_backup_atlas_normal.dds not found'
[17:50:02][virtualfilesystem.cpp:456] [original line 1277] Could not find texture due to 'VFSOpen Error: gfx/models/buildings/special/castamere/building_backup_atlas_properties.dds not found'
[17:50:02][virtualfilesystem.cpp:456] [original line 1279] Could not find texture due to 'VFSOpen Error: gfx/models/buildings/special/castamere/building_backup_atlas_normal.dds not found'
[17:50:02][virtualfilesystem.cpp:456] [original line 1282] Could not find texture due to 'VFSOpen Error: gfx/models/buildings/special/castamere/building_backup_atlas_properties.dds not found'
[17:50:02][virtualfilesystem.cpp:456] [original line 1284] Could not find texture due to 'VFSOpen Error: gfx/models/buildings/special/castamere/building_backup_atlas_normal.dds not found'
[17:50:37][jomini_dynamicdescription.cpp:66] [original line 1335] Unrecognized loc key show_notifications_decision_tooltip. show_notifications_decision
[17:50:37][decision_type.cpp:224] [original line 1336] show_notifications_decision has 'ai_check_interval'/'ai_check_interval_by_tier' that's negative or unset. Setting to 0 instead
[17:50:38][character_currency_effects_impl.cpp:227] [original line 1337] Negative value in remove_short_term_gold: -450. file: events/decisions_events/buy_ruby_crown_events.txt line: 54 (buy_ruby_crown.0999:immediate)
[17:50:39][jomini_eventmanager.cpp:428] [original line 1339] Duplicated event ID 'agot_activity_commission_crown.0001' found. New Location: 'file: events/activities/agot_coronation_activity/agot_coronation_crown_commission_events.txt line: 3 (agot_activity_commission_crown.0001)', Previous Location: 'file: events/activities/agot_coronation_activity/agot_coronation_crown_commission_events.txt line: 3 (agot_activity_commission_crown.0001)'
[17:50:42][pdx_persistent_reader.cpp:216] [original line 1341] Error: "Unexpected token: rhoynish_religion_opinion, near line: 1760" in file: "common/buildings/yy_agotcities_special_buildings_westeros.txt" near line: 1760
[17:50:42][pdx_persistent_reader.cpp:216] [original line 1342] Error: "Unexpected token: rhoynish_religion_opinion, near line: 1767" in file: "common/buildings/yy_agotcities_special_buildings_westeros.txt" near line: 1767
[17:50:42][pdx_persistent_reader.cpp:216] [original line 1343] Error: "Unknown trigger: holding, near line: 2364" in file: "common/buildings/yy_agotcities_special_buildings_westeros.txt" near line: 2369
[17:50:42][pdx_persistent_reader.cpp:216] [original line 1344] Error: "Unexpected token: confucian_education_xp_gain_mult, near line: 4047" in file: "common/modifiers/DI_modifiers.txt" near line: 4047
[17:50:42][pdx_persistent_reader.cpp:216] [original line 1345] Error: "Unexpected token: valeman_opinion, near line: 447" in file: "common/modifiers/ntc_artifact_modifiers.txt" near line: 447
[17:50:42][pdx_persistent_reader.cpp:216] [original line 1346] Error: "Unexpected token: valeman_opinion, near line: 456" in file: "common/modifiers/ntc_artifact_modifiers.txt" near line: 456
[17:50:42][pdx_persistent_reader.cpp:216] [original line 1347] Error: "Unexpected token: valeman_opinion, near line: 605" in file: "common/modifiers/ntc_artifact_modifiers.txt" near line: 605
[17:50:45][jomini_script_argument.cpp:227] [original line 1348] Compiling source for agot_create_artifact_aegon_i_crown_effect failed for missing arguments: CREATOR. At file: common/scripted_effects/00_agot_artifact_crowns_effects.txt line: 78 (agot_create_artifact_aegon_i_crown_effect)
[17:50:45][jomini_script_argument.cpp:227] [original line 1349] Compiling source for agot_create_artifact_aenys_crown_effect failed for missing arguments: CREATOR. At file: common/scripted_effects/00_agot_artifact_crowns_effects.txt line: 228 (agot_create_artifact_aenys_crown_effect)
[17:50:45][jomini_script_argument.cpp:227] [original line 1350] Compiling source for agot_create_artifact_jaehaerys_crown_effect failed for missing arguments: CREATOR. At file: common/scripted_effects/00_agot_artifact_crowns_effects.txt line: 314 (agot_create_artifact_jaehaerys_crown_effect)
[17:50:45][jomini_script_argument.cpp:227] [original line 1351] Compiling source for agot_create_artifact_aegon_iii_crown_effect failed for missing arguments: CREATOR. At file: common/scripted_effects/00_agot_artifact_crowns_effects.txt line: 434 (agot_create_artifact_aegon_iii_crown_effect)
[17:50:45][jomini_script_argument.cpp:227] [original line 1352] Compiling source for agot_create_artifact_baelors_crown_effect failed for missing arguments: CREATOR. At file: common/scripted_effects/00_agot_artifact_crowns_effects.txt line: 498 (agot_create_artifact_baelors_crown_effect)
[17:50:45][jomini_script_argument.cpp:227] [original line 1353] Compiling source for agot_create_artifact_aegon_iv_crown_effect failed for missing arguments: CREATOR. At file: common/scripted_effects/00_agot_artifact_crowns_effects.txt line: 594 (agot_create_artifact_aegon_iv_crown_effect)
[17:50:45][jomini_script_argument.cpp:227] [original line 1354] Compiling source for agot_create_artifact_maekars_crown_effect failed for missing arguments: CREATOR. At file: common/scripted_effects/00_agot_artifact_crowns_effects.txt line: 672 (agot_create_artifact_maekars_crown_effect)
[17:50:45][jomini_script_argument.cpp:227] [original line 1355] Compiling source for agot_create_artifact_visenya_circlet_effect failed for missing arguments: CREATOR. At file: common/scripted_effects/00_agot_artifact_crowns_effects.txt line: 837 (agot_create_artifact_visenya_circlet_effect)
[17:50:45][pdx_persistent_reader.cpp:216] [original line 1356] Error: "Unknown effect: agot_8299_4_1_acok_scenario_setup, near line: 89" in file: "common/scripted_effects/00_agot_scenario_setup_effects.txt" near line: 90
[17:50:45][jomini_eventtarget.cpp:692] [original line 1357] Failed to find a valid event target link 'house_Blackfyre' at file: common/scripted_triggers/tgc_loaded_trigger.txt line: 127 (tgc_blackfyre_equipment_trigger)
[17:50:45][pdx_persistent_reader.cpp:216] [original line 1390] Error: "Failed to read key reference: 1453_end_date: 1453_end_date, near line: 3
Failed to read key reference: rhomaion_name_of_byzantium: rhomaion_name_of_byzantium, near line: 3
Failed to read key reference: default_mongol_invasion: default_mongol_invasion, near line: 3
Failed to read key reference: random_ruler_placement_off: random_ruler_placement_off, near line: 3
Failed to read key reference: launch_historical: launch_historical, near line: 3
Failed to read key reference: fp1_scandi_adventurers_apocalyptic: fp1_scandi_adventurers_apocalyptic, near line: 3
Failed to read key reference: dissolution_after_caliph_death: dissolution_after_caliph_death, near line: 3
Failed to read key reference: default_seljuk_invasion: default_seljuk_invasion, near line: 3
Failed to read key reference: situation_the_great_steppe_toggle_on: situation_the_great_steppe_toggle_on, near line: 3
Failed to read key reference: struggle_iberia_toggle_on: struggle_iberia_toggle_on, near line: 3
Failed to read key reference: struggle_persia_toggle_on: struggle_persia_toggle_on, near line: 3
Failed to read key reference: historicity_ruler_of_munster_historical_toirdelbach: historicity_ruler_of_munster_historical_toirdelbach, near line: 3
Failed to read key reference: historicity_norman_conquest_default_random: historicity_norman_conquest_default_random, near line: 3
Failed to read key reference: tibet_nomad_region_on: tibet_nomad_region_on, near line: 3
Failed to read key reference: sami_nomad_region_on: sami_nomad_region_on, near line: 3
Failed to read key reference: arabia_nomad_region_on: arabia_nomad_region_on, near line: 3
